s,ntype,text,TARGET,TARGET_ORIGINAL,dialogue_id,turn_id,type,source,persuasion,sourcedata
688,1,If they're not going to integrate though why come here at all? They should stay in the shitholes they came from.,0,RACISM,140,2,HS,dialo_gold,None,Dialogconan
689,0,They want to integrate but having attitudes towards migrants like yours makes for a hostile environment. Maybe if we were nicer to migrants and didn't talk about them in this way integration would be easier?,0,RACISM,140,3,CN,dialo_gold,reasons,Dialogconan
690,1,Just seen that a migrant family (Muslim of course) have been given a house worth 1 MILLION by the government because they have so many kids. FFS we can't keep paying for these people to live in luxury!!,0,RACISM,54,0,HS,dialo_gold,reasons,Dialogconan
691,0,"Knowing the way social housing works, that doesn't sound true, do you have a link to the article? I wonder if it's reliable...",0,RACISM,54,1,CN,dialo_gold,reasons,Dialogconan
692,1,"Yes here, makes me so angry that they just come over here expecting to be given everything and not work for it.",0,RACISM,54,2,HS,dialo_gold,reasons,Dialogconan
693,0,"This is fake news! This site is known to be a very biased and unreliable source. If you do a reverse image search on the picture of the family used, they are a stock photo! Don't believe everything you read.",0,RACISM,54,3,CN,dialo_gold,credibility,Dialogconan
694,1,The crisis is caused by migrants.,0,RACISM,306,0,HS,session_1,reasons,Dialogconan
695,0,Migrants are often victims of discrimination and violence. Immigration is a part of the solution to these problems.,0,RACISM,306,1,CN,session_1,reasons,Dialogconan
696,1,"Victims? No, migrants are just happy-go-lucky people who do not take responsibility for their actions.",0,RACISM,306,2,HS,session_1,reasons,Dialogconan
697,0,"Migrants are often subject to dangerous situations in their countries of origin (violence, torture, rape, just to mention a few) and migration is often the only solution. They may appear 'happy-go-lucky':but aren't they just glad to be alive and safe?",0,RACISM,306,3,CN,session_1,emotions,Dialogconan
698,1,Just read about a family of Afghans who came over here and got given a £1 million council house because they’ve got such a big family. Fuming.,0,RACISM,137,0,HS,dialo_gold,reasons,Dialogconan
699,0,"That sounds like fake news, where did you see that?",0,RACISM,137,1,CN,dialo_gold,reasons,Dialogconan
700,1,There’s an article on this website about it...,0,RACISM,137,2,HS,dialo_gold,reasons,Dialogconan
701,0,"Have you seen it reported anywhere else? I wouldn’t trust it coming from a site like that, sounds like a story that’s been made up to fuel hate towards migrants.",0,RACISM,137,3,CN,dialo_gold,reasons,Dialogconan
702,1,This is not about racism. This is about power and blacks do not deserve it.,0,RACISM,2048,0,HS,session_2,None,Dialogconan
703,0,"Regardless of your race or ethnicity, you can't exclude others from society.",0,RACISM,2048,1,CN,session_2,None,Dialogconan
704,1,"If you want more inclusion that's fine, but we mustn't confuse diversity and inclusion with black supremacy.",0,RACISM,2048,2,HS,session_2,reasons,Dialogconan
705,0,"Diversity is not the cause of exclusion, it leads to inclusion. We'll all be better if we work together.",0,RACISM,2048,3,CN,session_2,emotions,Dialogconan
706,1,"No we're not. If you are not white, you are considered inferior and should be rejected by society.",0,RACISM,2048,4,HS,session_2,reasons,Dialogconan
707,0,"Racism is normalized in our society, but we should fight it and treat all races in the same way.",0,RACISM,2048,5,CN,session_2,emotions,Dialogconan
708,1,"Afro-Caribbean's are just a bunch of stupid and dangerous dancing n*ggers, they should be banned.",0,RACISM,2076,0,HS,session_2,None,Dialogconan
709,0,"Hate speech is still directed at people from different ethnic backgrounds, and this is the result of fear towards different ways of life.",0,RACISM,2076,1,CN,session_2,emotions,Dialogconan
710,1,"No, it is not about fear. They REALLY are just a bunch of criminal monkeys.",0,RACISM,2076,2,HS,session_2,None,Dialogconan
711,0,"I'm sorry, but having a particular racial identity doesn't automatically makes someone bad or inferior.",0,RACISM,2076,3,CN,session_2,None,Dialogconan
712,1,"I'm proud to be white, blacks are a disgrace to humanity.",0,RACISM,2265,0,HS,session_2,None,Dialogconan
713,0,"It's nice that you're proud of your heritage, but it's a lot less nice to spread discriminatory behavior in our society.",0,RACISM,2265,1,CN,session_2,emotions,Dialogconan
714,1,"They deserve it. Black minorities vote to strip wealth, power and opportunity from White people.",0,RACISM,2265,2,HS,session_2,reasons,Dialogconan
715,0,"Minorities could never have such a big impact on the rest of society. They prefer to vote for equal wealth, power, and opportunity for everyone.",0,RACISM,2265,3,CN,session_2,reasons,Dialogconan
716,1,They shouldn't even be considered equal to us.,0,RACISM,2265,4,HS,session_2,None,Dialogconan
717,0,"We are all equal under the law, and our dignity and rights as humans are the same. Diverse thoughts and beliefs are a strength, but discrimination isn't.",0,RACISM,2265,5,CN,session_2,reasons,Dialogconan
718,1,"Yet another stabbing in London, and the perpetrator is black, how surprising. Tell me again how diversity and multiculturalism are 'enriching'?",0,RACISM,119,0,HS,dialo_gold,reasons,Dialogconan
719,0,"What a tragic incident, but there's no reason to think the person's ethnicity had any bearing on why they committed this attack.",0,RACISM,119,1,CN,dialo_gold,reasons,Dialogconan
720,1,"It's always a black or Asian perpetrator though, they're obviously the problem.",0,RACISM,119,2,HS,dialo_gold,reasons,Dialogconan
721,0,"No it's not, knife crime has risen in the last few years amongst many different demographics. Teens from ethnic minorities are more likely to be vulnerable to joining gangs though, as they are more likely to live in deprived areas where gangs operate and recruit. This is more to do with poverty and lack of opportunity than it is to do with race.",0,RACISM,119,3,CN,dialo_gold,credibility,Dialogconan
722,1,White people are threatened by the blacks and it's a cultural decay.,0,RACISM,2306,0,HS,session_2,emotions,Dialogconan
723,1,White people are threatened by the blacks and it's a cultural decay.,0,RACISM,2306,0,HS,session_2,emotions,Dialogconan
724,0,"as a matter of fact, people aren't a threat just because of their skin colour.",0,RACISM,2306,1,CN,session_2,reasons,Dialogconan
725,1,"But they are! If you are not white, you are considered inferior and should be rejected by society.",0,RACISM,2306,2,HS,session_2,reasons,Dialogconan
726,0,"Despite racism being part of our culture, we should fight it and make sure that everyone is treated the same way, regardless of race.",0,RACISM,2306,3,CN,session_2,emotions,Dialogconan
727,1,"How come these ‘desperate’ migrants all have mobiles, designer gear, trainers and can afford to pay thousands to people smugglers?",0,RACISM,13,0,HS,dialo_gold,reasons,Dialogconan
728,0,"Some will have sold homes, businesses, possessions. Others will be supported by family networks, loans from dear friends. ‘Desperate’ doesn’t always mean ‘poor’. Many will be professionals, civil servants, lawyers, teachers.",0,RACISM,13,1,CN,dialo_gold,credibility,Dialogconan
729,1,"Rapists, terrorists, and child molesters!",0,RACISM,13,2,HS,dialo_gold,None,Dialogconan
730,0,"Families, women, and children, as well as young men fleeing war, famine, persecution, and oppression...",0,RACISM,13,3,CN,dialo_gold,None,Dialogconan
731,1,"Young men of fighting age, an invading army.",0,RACISM,13,4,HS,dialo_gold,None,Dialogconan
732,0,"Fleeing war, forced conscription, religious and political persecution, fear. Ask yourself, how bad would things have to be, to leave your home, family and country and face the ordeal these people have subjected themselves to?",0,RACISM,13,5,CN,dialo_gold,reasons,Dialogconan
733,1,Migrants aren't just drowning our cities. They are also the reason why Europe is so fucked.,0,RACISM,280,0,HS,session_1,reasons,Dialogconan
734,0,Why do you think this? What do you think they are going to do to us?,0,RACISM,280,1,CN,session_1,None,Dialogconan
735,1,They're going to be a burden to the UK,0,RACISM,280,2,HS,session_1,reasons,Dialogconan
736,0,This is not true. Migrants are an important part of our society. Migrants have worked hard to build our country. They are our brothers and sisters. We should welcome them.,0,RACISM,280,3,CN,session_1,emotions,Dialogconan
737,1,If we welcome them this country won't be homogeneous anymore!,0,RACISM,280,4,HS,session_1,reasons,Dialogconan
738,0,"Migrants do contribute to our society, and it would be a shame to keep them out.",0,RACISM,280,5,CN,session_1,reasons,Dialogconan
739,1,"ALL migrants are a burden on our country, we have to keep them out",0,RACISM,280,6,HS,session_1,reasons,Dialogconan
740,0,Migrants bring skills and experience. They are often better at integrating than natives.,0,RACISM,280,7,CN,session_1,reasons,Dialogconan
741,1,Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair?,0,RACISM,135,0,HS,dialo_gold,emotions,Dialogconan
742,0,"It’s illegal for asylum seekers to work. Most of them want to, but they could risk their application for asylum being rejected if they break the law by doing so!",0,RACISM,135,1,CN,dialo_gold,reasons,Dialogconan
743,1,Well why do they get benefits when they’re waiting for a decision?,0,RACISM,135,2,HS,dialo_gold,None,Dialogconan
744,0,"Asylum support isn’t very much at all, just under £40 per week, it’s barely enough for basic essentials so they’re hardly living in luxury.",0,RACISM,135,3,CN,dialo_gold,reasons,Dialogconan
745,1,Okay but why do we owe them anything? £40 might not be a lot but there’s thousands of them coming here.,0,RACISM,135,4,HS,dialo_gold,emotions,Dialogconan
746,0,"They’re seeking asylum, which means they’re likely very vulnerable. If they need to seek refuge here, the least we can do is treat them with dignity and respect because they’re human beings.",0,RACISM,135,5,CN,dialo_gold,emotions,Dialogconan
747,1,These children should not be exposed to messages and experiences that reinforce different racial identities: they are harmful to them. We must teach them that blacks are inferior.,0,RACISM,2219,0,HS,session_2,None,Dialogconan
748,0,"Such a simplistic and ill-informed argument just stirs up more division and negativity, like it happened so many times throughout history to other racial and religious groups.",0,RACISM,2219,1,CN,session_2,emotions,Dialogconan
749,1,I am tired of education being used to help blacks and make them think they are equal to us. The division is there for a good cause.,0,RACISM,2219,2,HS,session_2,emotions,Dialogconan
750,0,"Education is of the uppermost importance if we want to fight for human rights, free thought, and to promote the scientific method. However, it's not enough since, according to the Pew Research Center, people of color report more discrimination in universities. ",0,RACISM,2219,3,CN,session_2,emotions,Dialogconan
751,1,They are discriminated because they are all killers!,0,RACISM,2219,4,HS,session_2,None,Dialogconan
752,0,"This is a rumor spread on the web, but violent people are all the same whether they are black or not. Skin color doesn't matter.",0,RACISM,2219,5,CN,session_2,reasons,Dialogconan
753,1,"Skin color has a lot to do with it, though, because blacks are inherently violent, they have a propensity for criminality, they are intrinsically unstable, they are all bad with children.",0,RACISM,2219,6,HS,session_2,reasons,Dialogconan
754,0,"Where's the evidence of this? The focus needs to be on prevention of crime, promotion of community cohesion and safety of our communities. We can't blame black people all the time.",0,RACISM,2219,7,CN,session_2,reasons,Dialogconan
755,1,"It seems that some men will rape anything that moves, women, children, animals. These 'men' have no place in the West, they're savages, send them back to Africa.",0,RACISM,206,0,HS,dialo_gold,None,Dialogconan
756,0,"Are you suggesting men from 'the West' don't commit sexual assault? Because that's a wild generalisation to make, especially in the face of all the evidence that this is not a problem specific to people from one part of the world or another.",0,RACISM,206,1,CN,dialo_gold,reasons,Dialogconan
757,1,"You can't deny there's a pattern with all these news stories about migrant rapists, it's always the Africans who are coming over under the guise of being 'asylum seekers'. They just want to brutalise white women.",0,RACISM,206,2,HS,dialo_gold,None,Dialogconan
758,0,"In over 90% of sexual assaults, the perpetrator is known to the victim, and is often a family member, partner, or friend. This suggests that when you see news stories about migrants raping girls in the street, the reason these stories made it into the news is because they're unusual and shocking.",0,RACISM,206,3,CN,dialo_gold,reasons,Dialogconan
759,1,So you're just going to ignore the victims of those incidents?,0,RACISM,206,4,HS,dialo_gold,reasons,Dialogconan
760,0,"No, those incidents do happen, but what I'm saying is that the majority of sexual assaults aren't committed by migrants, and to think that stopping migration would solve the issue of sexual violence against women is short sighted!",0,RACISM,206,5,CN,dialo_gold,reasons,Dialogconan
761,1,African American men are 8 times more likely to be arrested than white men.,0,RACISM,2218,0,HS,session_2,None,Dialogconan
762,0,Racial inequalities have more to do with institutional discrimination rather than individual choices.,0,RACISM,2218,1,CN,session_2,reasons,Dialogconan
763,1,"However, if a black person were to say that all white people are bad, nobody would complain.",0,RACISM,2218,2,HS,session_2,reasons,Dialogconan
764,0,"It's not fair to say ""all white people are bad"". Many whites are good, but many are also racist because of they believe in white superiority.",0,RACISM,2218,3,CN,session_2,reasons,Dialogconan
765,1,"Whites are superior, while all black people are rapists.",0,RACISM,2218,4,HS,session_2,None,Dialogconan
766,0,"Rapists and color of the skin don't collide, black people aren't criminals.",0,RACISM,2218,5,CN,session_2,reasons,Dialogconan
767,1,"Have you heard about all the benefits migrants get??? 4 star hotels, hot meals, free prescriptions, all while the British public are given NOTHING. This is so unfair, what happened to helping your own first?",0,RACISM,53,0,HS,dialo_gold,reasons,Dialogconan
768,0,"Migrants actually don't get given a lot by the government, and asylum support benefits are much much lower than universal credit given to British citizens. They have to be put in hotels temporarily whilst they are processed.",0,RACISM,53,1,CN,dialo_gold,credibility,Dialogconan
769,1,"I don't know, looks like they're given everything on a plate...",0,RACISM,53,2,HS,dialo_gold,reasons,Dialogconan
770,0,"It's actually very tough surviving as a new migrant in the UK, especially if you are seeking asylum, living on £30-40 a week for all expenses, when the base rate for those on universal credit is around £110.",0,RACISM,53,3,CN,dialo_gold,reasons,Dialogconan
771,1,"Wow that's actually not a lot, but what about the other stuff, free healthcare and stuff when they've never paid in in their lives?",0,RACISM,53,4,HS,dialo_gold,reasons,Dialogconan
772,0,"A lot of migrants really want to contribute to our society, so they will pay into public funds as they start earning here, or might become job creators by starting businesses.",0,RACISM,53,5,CN,dialo_gold,reasons,Dialogconan
773,1,The EU is a bunch of incompetent and they let foreigners snooping all around our borders.,0,RACISM,2347,0,HS,session_2,None,Dialogconan
774,0,"If the EU becomes a Border Patrol, it would undermine the whole concept of the European Union as an inclusive and open society.",0,RACISM,2347,1,CN,session_2,reasons,Dialogconan
775,1,"Refugees are a problem and a burden to society, so we shouldn't open to them",0,RACISM,2347,2,HS,session_2,reasons,Dialogconan
776,0,"Most refugees come from countries where human rights are violated and people tortured. They are not a problem, but something good for our society.",0,RACISM,2347,3,CN,session_2,reasons,Dialogconan
777,1,"The migrants are here to rape and pillage our country, exploiting all of our weaknesses, not to bring benefits!",0,RACISM,2347,4,HS,session_2,reasons,Dialogconan
778,0,I guess we can stop worrying about their qualities since it seems they are assimilating our bad habits...,0,RACISM,2347,5,CN,session_2,None,Dialogconan
779,1,"The liberal left is in crisis due to the overcrowding of prisons. Your country should not welcome illegal migrants but regular ones.
",0,RACISM,208,0,HS,dialo_gold,reasons,Dialogconan
780,0,"It should be mandatory to treat prisoners with respect and with the corresponding rights. we are in the 21st century, it is a duty.",0,RACISM,208,1,CN,dialo_gold,reasons,Dialogconan
781,1,"I don't know about you, but I have no idea where to put these migrants. All they can do is do miserable jobs or steal pensions from us old people
",0,RACISM,208,2,HS,dialo_gold,emotions,Dialogconan
782,0,"Migrants need help. They flee to find better living conditions and I think our country is suited to their needs.
",0,RACISM,208,3,CN,dialo_gold,emotions,Dialogconan
783,1,I hope you're joking .. I don't think it's right to put out-of-rule migrants in homes that should be made available to British people.,0,RACISM,208,4,HS,dialo_gold,reasons,Dialogconan
784,0,"I don't think it is a problem to give a solution to the needy in houses that are currently empty.
",0,RACISM,208,5,CN,dialo_gold,emotions,Dialogconan
785,1,Violence in our streets is niggers' fault.,0,RACISM,296,0,HS,session_1,None,Dialogconan
786,0,"Violence has always been a part of our society, and for that reason it is difficult to start talking about it. We are also living in a complex society, one that includes many races: that is why I don't think it is the fault of POC, at least not POC alone.",0,RACISM,296,1,CN,session_1,reasons,Dialogconan
787,1,"Even if you say so, there is too much black on white crime all around the world.",0,RACISM,296,2,HS,session_1,emotions,Dialogconan
788,0,"A lot of crime is down to organised crime, poverty and a lack of education, not race.",0,RACISM,296,3,CN,session_1,reasons,Dialogconan
789,1,"That's not true, negroes are nothing but trouble to white people.",0,RACISM,296,4,HS,session_1,reasons,Dialogconan
790,0,Do you think it is true that the only reason that so many black people live in poverty is because they are mean? Can we blame a whole community because of the actions of a few individuals? It is a myth that black people are a problem.,0,RACISM,296,5,CN,session_1,emotions,Dialogconan
791,1,Is it really a myth? The world has become too violent because of too many black poors. We need to fix the problem of crime before it is too late.,0,RACISM,296,6,HS,session_1,emotions,Dialogconan
792,0,"I would agree that the problem of violence in society is a problem of poverty and inequality. But that is not related to ethnicity. The problem of violence in our society is largely caused by society's corrupting influences on people. That is the whole point of saying ""the world has become too violent"".",0,RACISM,296,7,CN,session_1,reasons,Dialogconan
793,1,"I'm proud to be white, blacks are a disgrace to humanity.",0,RACISM,2304,0,HS,session_2,None,Dialogconan
794,0,"It's good that you're proud of your heritage, but you should be embarrassed of your discriminatory behaviour, which is filling our society.",0,RACISM,2304,1,CN,session_2,emotions,Dialogconan
795,1,"Discrimination against blacks is normal. If you are a person of color, you are a nigger, you are a bastard, you are a threat to society, you should just be deported.",0,RACISM,2304,2,HS,session_2,None,Dialogconan
796,0,Can people who have a different skin tone really be considered a threat just because of that?,0,RACISM,2304,3,CN,session_2,reasons,Dialogconan
797,1,"Protect? Immigrants are not my brothers. They should not be allowed to live in Italy, they want to take our land.",0,RACISM,2252,0,HS,session_2,reasons,Dialogconan
798,0,"Italians are brothers and sisters of any human. How are they ""taking our land""? Could you explain?",0,RACISM,2252,1,CN,session_2,None,Dialogconan
799,1,We must put a stop to migrants and ban them from EU.,0,RACISM,2252,2,HS,session_2,emotions,Dialogconan
800,0,"Migrants run away from war and poverty. They have a right to seek refuge in the EU and we should protect them, not ban them.",0,RACISM,2252,3,CN,session_2,emotions,Dialogconan
801,1,Blacks make up only 14% of the population but they kill more people than whites. It is a fact.,0,RACISM,2124,0,HS,session_2,reasons,Dialogconan
802,0,Another fact is that most innocent defendants (someone who was wrongfully convicted and then released) are African Americans. Innocent black people are seven times more likely to be convicted of murder than innocent white people.,0,RACISM,2124,1,CN,session_2,reasons,Dialogconan
803,1,"All blacks are violent criminals, I doubt they were really innocent.",0,RACISM,2124,2,HS,session_2,None,Dialogconan
804,0,"Can you show me a statistics on that? Maybe you're saying that black people are more likely to be arrested for some crimes, like aggravated assault.",0,RACISM,2124,3,CN,session_2,reasons,Dialogconan
805,1,"Yes, blacks are a threat to society.",0,RACISM,2124,4,HS,session_2,None,Dialogconan
806,0,"Some groups are viewed poorly and this is natural when people are scared, but natural doesn't make it correct.",0,RACISM,2124,5,CN,session_2,emotions,Dialogconan
807,1,How are our people meant to get jobs when migrants are coming here and depressing wages by taking on jobs for less than minimum wage?,0,RACISM,156,0,HS,dialo_gold,emotions,Dialogconan
808,0,This does happen but are the migrants to blame? Maybe we need to turn our focus to the employers who are exploiting people to make more profit for themselves.,0,RACISM,156,1,CN,dialo_gold,reasons,Dialogconan
809,1,"True, but often the employers are migrants too in the sort of industries these jobs are in.",0,RACISM,156,2,HS,dialo_gold,reasons,Dialogconan
810,0,"That’s a big assumption to make, there are plenty of non-migrant employers who do this too.",0,RACISM,156,3,CN,dialo_gold,reasons,Dialogconan
811,1,"Yet another war memorial vandalised, and I think we can guess who's behind it. These migrant scum have no respect for our history and culture.",0,RACISM,142,0,HS,dialo_gold,emotions,Dialogconan
812,0,"That's a big assumption, how do you know it's migrants? It could have been anyone.",0,RACISM,142,1,CN,dialo_gold,reasons,Dialogconan
813,1,"It always is, whenever this happens. They're too uncivilised to respect our war heroes.",0,RACISM,142,2,HS,dialo_gold,reasons,Dialogconan
814,0,"I think your assumption is unfair. Vandalism is done by all sorts of people, usually teenagers or sometimes rowdy drunk people after a night out, you can't assume it's migrants with no evidence.",0,RACISM,142,3,CN,dialo_gold,reasons,Dialogconan
815,1,"We need to put a stop to these migrants coming here over the channel in dinghies, they just come here so they can claim asylum support and live an easy life, sponging off the British government whilst we all pay for them.",0,RACISM,61,0,HS,dialo_gold,emotions,Dialogconan
816,0,Most asylum seekers really want to work but they're not allowed to unless their claim is accepted and they gain refugee status.,0,RACISM,61,1,CN,dialo_gold,reasons,Dialogconan
817,1,Are you sure? If they're getting benefits for free why would they?,0,RACISM,61,2,HS,dialo_gold,reasons,Dialogconan
818,0,"Because asylum support is less than £40 a week, for everything, which a lot of people would struggle to live on. They also want to integrate into society and become part of their communities, and working can be a good way to do this, but they're not allowed!",0,RACISM,61,3,CN,dialo_gold,reasons,Dialogconan
819,1,"Morality is a guideline, if we are to have a moral climate then we need to help people of other races who are inferior.",0,RACISM,278,0,HS,session_1,emotions,Dialogconan
820,0,What does it mean to 'help people of other races who are inferior? Are you implying that we have a moral superiority that other races do not?,0,RACISM,278,1,CN,session_1,reasons,Dialogconan
821,1,"If they're not inferior, how do you explain that the drug trade is full of Black people who are breaking the law?",0,RACISM,278,2,HS,session_1,reasons,Dialogconan
822,0,The majority of the people arrested for drug smuggling are poor. Those arrested for crime in general are not generally poor. Maybe this phenomenon has to do more with poverty than with the colour of their skin.,0,RACISM,278,3,CN,session_1,reasons,Dialogconan
823,1,"Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide.",0,RACISM,117,0,HS,dialo_gold,None,Dialogconan
824,0,Just because the UK is diverse doesn't mean that white people are 'being erased'. What do you mean by that?,0,RACISM,117,1,CN,dialo_gold,None,Dialogconan
825,1,"Even the media encourages race mixing now, there's always families in adverts with white women, black men, and mixed children. Our genes are being erased.",0,RACISM,117,2,HS,dialo_gold,emotions,Dialogconan
826,0,"If you see people being in interracial relationships as a problem then you need to rethink how you're viewing the world. Someone's skin colour shouldn't matter to you this much. And I think you're exaggerating about the tv adverts, there's lots of white people on tv.",0,RACISM,117,3,CN,dialo_gold,reasons,Dialogconan
827,1,"The more diverse a community the less people volunteer, vote, give to charity, and trust each other. This is why blacks are incompatible with our civilisation.",0,RACISM,48,0,HS,dialo_gold,None,Dialogconan
828,0,Where is this from and is it generalisable at all?,0,RACISM,48,1,CN,dialo_gold,None,Dialogconan
829,1,"I read it on an academic blog, the article makes some good points about the advantages of homogenous racial communities.",0,RACISM,48,2,HS,dialo_gold,credibility,Dialogconan
830,0,"I'd encourage you to be critical of using blogs as sources for information, it could be biased or unreliable. Maybe the reason the article came to this conclusion is because more diverse communities are likely to be poorer because of economic inequalities faced by minorities?",0,RACISM,48,3,CN,dialo_gold,reasons,Dialogconan
831,1,Why would that make a difference?,0,RACISM,48,4,HS,dialo_gold,None,Dialogconan
832,0,"Well maybe economic hardship is the reason why people in these communities volunteer, vote, and give less, because they don't have the time or resources to.",0,RACISM,48,5,CN,dialo_gold,reasons,Dialogconan
833,1,"Listen, with the excuse of ""living their life"" they become a drain on society.",0,RACISM,2349,0,HS,session_2,None,Dialogconan
834,0,"In 1990, there were more than 1.1 million immigrants in the United States. Many of them were skilled workers who were instrumental in the development of our society.",0,RACISM,2349,1,CN,session_2,reasons,Dialogconan
835,1,Migrants are not welcome here.,0,RACISM,2349,2,HS,session_2,None,Dialogconan
836,0,"In a multicultural society like ours, they are welcome.",0,RACISM,2349,3,CN,session_2,reasons,Dialogconan
837,1,"Ok then, Migrants might be welcome in our country. But they are not welcome in my house and they are not welcome in my church.",0,RACISM,2349,4,HS,session_2,emotions,Dialogconan
838,0,"Migrants are welcome in all locations. No one is against them, they just want to live their lives.",0,RACISM,2349,5,CN,session_2,emotions,Dialogconan
839,1,Mexican terrorists are still a problem that we should address. It's time to close the border!,0,RACISM,2230,0,HS,session_2,emotions,Dialogconan
840,0,"The Mexican border has never been a legitimate entry way for terrorists, this idea is not supported by any credible intelligence or evidence on the ground and so is the suggestion that individuals that have ties to ISIL have been apprehended at the southwest border. Moreover, there's no known international terrorist organization operating in Mexico, no evidence that any terrorist group has targeted US citizens in Mexico, and no credible evidence that any terrorist has tried to enter the US through Mexico. As I said, most terrorist attacks since 2002 are commited by US citizens.",0,RACISM,2230,1,CN,session_2,credibility,Dialogconan
841,1,Terrorists are infiltrating the U.S. across the border with Mexico.,0,RACISM,2230,2,HS,session_2,reasons,Dialogconan
842,0,"Mexican borders are not a safe haven for terrorist entry, there isn't any proof.",0,RACISM,2230,3,CN,session_2,reasons,Dialogconan
843,1,Where are they all coming from then?!,0,RACISM,2230,4,HS,session_2,emotions,Dialogconan
844,0,It's a matter of fact that since the beginning of the decade most terrorists in the US have been US citizens. I think that maybe we should look into the homeland situation instead of the one in Mexico.,0,RACISM,2230,5,CN,session_2,emotions,Dialogconan
845,1,"As Theodore Roosevelt stated, in order to immigrate and live in another country successfully one must fully integrate. Then there will be no opposition against it.",0,RACISM,215,0,HS,dialo_gold,credibility,Dialogconan
846,0,"We used to ask people to assimilate our culture but know we accept people's differences. Transgender people just want to exist without having to be harmed for being 'different', it's unnecessary for them to try to 'integrate' more than they already have to ",0,RACISM,215,1,CN,dialo_gold,reasons,Dialogconan
847,1,"I agree, although personally I am only in favour of heterosexual relationships, I don't mind other's preferences as long as they're within respectable limits of other's preferences. However that isn't related with migrants tryng to create their enclaves backing their own foreing cultures.",0,RACISM,215,2,HS,dialo_gold,credibility,Dialogconan
848,0,"I'm glad you agree, however I tought your post was related to the article about transgender people. Don't you thing that could be also applied to migrants? As long as people respect each other they don't have to assimilate but they could even maintain their differences",0,RACISM,215,3,CN,dialo_gold,reasons,Dialogconan
849,1,"I disagree, multiculturalism has failed miserably. Both here and in Europe. When people live in closed communities and don't integrate there will always will be problems.",0,RACISM,215,4,HS,dialo_gold,reasons,Dialogconan
850,0,"Division can cause problems, I agree, but maybe integration isn't all about assimilation. I think more needs to be done in order to make integration happen. The government used to fund free English lessons but now language is a big obstacle to integration.",0,RACISM,215,5,CN,dialo_gold,reasons,Dialogconan
851,1,"If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded.",0,RACISM,115,0,HS,dialo_gold,emotions,Dialogconan
852,0,"The demographic makeup of schools varies greatly depending on what area the school is in. Schools in cities and urban areas have more diverse classes, but lots of schools in towns and more rural areas are still overwhelmingly white. You can't generalise this to everywhere.",0,RACISM,115,1,CN,dialo_gold,reasons,Dialogconan
853,1,"But you can't deny there's been a big change in some places, whites are being wiped out, we need to fight back.",0,RACISM,115,2,HS,dialo_gold,emotions,Dialogconan
854,0,"Yes there's been changes in some areas but why is that a bad thing? It's not good or bad, demographic change is a neutral phenomenon. White people are hardly a minority in the UK, only in certain areas where other communities have grown, and that's not representative of most of the country.",0,RACISM,115,3,CN,dialo_gold,reasons,Dialogconan
855,1,Black folks do not deserve equal rights.,0,RACISM,2126,0,HS,session_2,None,Dialogconan
856,0,"Rights are rights, not ""black or white"".",0,RACISM,2126,1,CN,session_2,None,Dialogconan
857,1,Why would we give black people rights when they are the source of crime in our society?,0,RACISM,2126,2,HS,session_2,emotions,Dialogconan
858,0,"That is not true. The source of crime is violence and poverty, not race.",0,RACISM,2126,3,CN,session_2,reasons,Dialogconan
859,1,I'm saying that black people do not belong here. I don't see any difference between the black murderer on TV and other niggas in town. They are all dangerous.,0,RACISM,2126,4,HS,session_2,reasons,Dialogconan
860,0,"Black people in news are really misrepresented, with a huge number of criminals and sex offenders and murderers. A big part of this problem comes from racism. To build a more just and peaceful society we need to get rid of this toxic way of thinking.",0,RACISM,2126,5,CN,session_2,emotions,Dialogconan
861,1,"Blacks do more crimes than whites, though.",0,RACISM,2126,6,HS,session_2,reasons,Dialogconan
862,0,"Even if it were true, blacks committing more crimes doesn't make them inferior to whites. What are you implying?",0,RACISM,2126,7,CN,session_2,reasons,Dialogconan
863,1,"I am not interested in sex with a black person. They are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.",0,RACISM,2197,0,HS,session_2,None,Dialogconan
864,0,"Sex isn't connected to race. Black or white, we're all the same despite our race, so we ca all experience emotion and humanity.",0,RACISM,2197,1,CN,session_2,credibility,Dialogconan
865,1,"No, they are too different from us and I don't think they're capable of experience what we do. ",0,RACISM,2197,2,HS,session_2,credibility,Dialogconan
866,0,All the black people I've met are extraordinary human beings capable of feeling and experiencing love and kindness like any other.,0,RACISM,2197,3,CN,session_2,credibility,Dialogconan
867,1,"I am not sure about the beneficial effects, but for sure we are the only one paying the price of excessive immigration. ",0,RACISM,2225,0,HS,session_2,reasons,Dialogconan
868,0,"The refugee crisis is global, all continents are affected by it. Refugees flee from war-torn countries and this is why it's our moral duty to help them.",0,RACISM,2225,1,CN,session_2,reasons,Dialogconan
869,1,Refugee crisis is a burden to EU.,0,RACISM,2225,2,HS,session_2,None,Dialogconan
870,0,We welcome many migrants and refugees in the EU because it helps both our economy and society.,0,RACISM,2225,3,CN,session_2,emotions,Dialogconan
