s,ntype,text,TARGET,TARGET_ORIGINAL,dialogue_id,turn_id,type,source,persuasion,sourcedata
456,1,Gay men are a danger to children.,2,SEXISM,2284,0,HS,session_2,None,DialogConan
457,0,"You know, being gay isn't that bad. They're simply different from some other people.",2,SEXISM,2284,1,CN,session_2,emotions,DialogConan
458,1,"Yes, different in that they are a danger to children.",2,SEXISM,2284,2,HS,session_2,reasons,DialogConan
459,0,"Gay people are not a threat for children. Research shows that children raised by same-sex couples have the same characteristics as children of opposite-sex couples. They're both psychologically healthy, capable and successful.",2,SEXISM,2284,3,CN,session_2,credibility,DialogConan
460,1,At least as long as they are not abused by their so-called 'parents'.,2,SEXISM,2284,4,HS,session_2,reasons,DialogConan
461,0,This myth is the result of anti-gay propaganda and is not true. Please check your facts.,2,SEXISM,2284,5,CN,session_2,reasons,DialogConan
462,1,The facts are that they are just filthy pedophiles.,2,SEXISM,2284,6,HS,session_2,reasons,DialogConan
463,0,Homosexuals are not pedophiles! We shouldn't view reality through the lense of anti-gay prejudice.,2,SEXISM,2284,7,CN,session_2,credibility,DialogConan
464,1,Gays are promiscuous sex addicts.,2,SEXISM,2283,0,HS,session_2,reasons,DialogConan
465,0,"Nothing about this is true. Just because someone is gay doesn't necessarily make them promiscuous, and the same can be said about heterosexuals.",2,SEXISM,2283,1,CN,session_2,reasons,DialogConan
466,1,They're surely perverts though.,2,SEXISM,2283,2,HS,session_2,None,DialogConan
467,0,"This is a stereotype that can't be applied to any specific sexual orientation, so why would you say something like this.",2,SEXISM,2283,3,CN,session_2,credibility,DialogConan
468,1,Because I firmly believe they are sex addicts,2,SEXISM,2283,4,HS,session_2,reasons,DialogConan
469,0,"If you have a question about sexuality, I could answer. For starters, I think it's important to stop equating a sexual orientation with addiction.",2,SEXISM,2283,5,CN,session_2,credibility,DialogConan
470,1,We cannot coexist with millions of women subhumans that are literally ruining anything good.,2,SEXISM,2282,0,HS,session_2,reasons,DialogConan
471,0,"Women are human beings. If we want a diverse and interactive society we have to welcome people that are different from us, gender doesn't matter.",2,SEXISM,2282,1,CN,session_2,reasons,DialogConan
472,1,"I can welcome women if the only thing they do is taking care of their little children, they must be not allowed to have a job.",2,SEXISM,2282,2,HS,session_2,reasons,DialogConan
473,0,"What would men say if they had to stay at home with their little kids? They would be left without the right to work, isn't that cruel?",2,SEXISM,2282,3,CN,session_2,emotions,DialogConan
474,1,Gays are perverts and promiscuous sex addicts.,2,SEXISM,232,0,HS,session_1,reasons,DialogConan
475,0,"This is simply not true. Homosexuals are not necessarily promiscuous, just as heterosexuals are not necessarily promiscuous either.",2,SEXISM,232,1,CN,session_1,emotions,DialogConan
476,1,This doesn't change the fact that non-believers like gays and lesbians fail to live up to the standards we hold in our societies.,2,SEXISM,232,2,HS,session_1,reasons,DialogConan
477,0,Ideas of equality and morality as the standards we hold in our societies are actually against the discrimination of these people.,2,SEXISM,232,3,CN,session_1,credibility,DialogConan
478,1,"Discrimination is justified in this case, we do not accept homosexuals.",2,SEXISM,232,4,HS,session_1,reasons,DialogConan
479,0,"A person's personal life should be left to their choice, not the government's.",2,SEXISM,232,5,CN,session_1,credibility,DialogConan
480,1,The West has let this LGBT genie out of the bottle. It has allowed thousands of our people's lives to degenerate into sexual depravation.,2,SEXISM,231,0,HS,session_1,reasons,DialogConan
481,0,"The idea that the West has 'let' the 'world' degenerate is just wishful thinking. In a more tolerant time, the West would welcome people of different sexual orientations.",2,SEXISM,231,1,CN,session_1,reasons,DialogConan
482,1,"I don't want to welcome gay men. They are unnatural, they abuse their anus.",2,SEXISM,231,2,HS,session_1,reasons,DialogConan
483,0,"The sad truth is that homosexuals are more likely to abuse drugs and alcohol (as a reaction to homophobia, discrimination, or violence they experienced).",2,SEXISM,231,3,CN,session_1,emotions,DialogConan
484,1,And yet sexual deviancy is common in gays. It can range from sadism and masochism to mental illness and that's why we should take a stand against it.,2,SEXISM,231,4,HS,session_1,reasons,DialogConan
485,0,There is no evidence whatsoever that homosexuality is a mental illness. This seems as an attempt at blaming somenone dictated by the fear of homosexuality.,2,SEXISM,231,5,CN,session_1,emotions,DialogConan
486,1,"Women are basically childlike, they remain this way most of their lives. This attitude has been likened to a 'childlike wonderland', and I fear its power to seduce young minds.",2,SEXISM,230,0,HS,session_1,reasons,DialogConan
487,0,"Feminism encourages the questioning of gender roles of men and women. We have to overcome these gender stereotypes, to move towards a more equal society.",2,SEXISM,230,1,CN,session_1,reasons,DialogConan
488,1,Equality won't change the fact that women are weak and need men to be able to achieve something in their lives.,2,SEXISM,230,2,HS,session_1,reasons,DialogConan
489,0,"Like all human people, some women are better than others at certain things, and this does not need fixing by men.",2,SEXISM,230,3,CN,session_1,credibility,DialogConan
490,1,"As much as the media tries, you can't convince me to take transgenders seriously. A man can put on a dress and make up but at the end of the day they're still a man. That's basic biology.",2,SEXISM,36,0,HS,dialo_gold,reasons,DialogConan
491,0,"It's not 'biology'. You're confusing sex and gender. Gender has nothing to do with our biology or body, it's about our identity and how we feel. Sex is our anatomy, hormones etc, but even this isn't as binary as many people beleive.",2,SEXISM,36,1,CN,dialo_gold,credibility,DialogConan
492,1,"What do you mean sex isn't binary? There's men and there's women, nothing inbetween.",2,SEXISM,36,2,HS,dialo_gold,reasons,DialogConan
493,0,"No, there are many people who don't fit into the sex binary, for example intersex people. Also people have different hormone levels, and reproductive organs. This shows things aren't as clear cut as there just being 2 sexes!",2,SEXISM,36,3,CN,dialo_gold,emotions,DialogConan
494,1,Men should not spend time with women. It is in their best interest to remain far from their bad influence.,2,SEXISM,226,0,HS,session_1,reasons,DialogConan
495,0,"According to your beliefs, men and women are different in their rights. They are not.",2,SEXISM,226,1,CN,session_1,emotions,DialogConan
496,1,"They are since men are smarter than women, who should be excluded from education.",2,SEXISM,226,2,HS,session_1,reasons,DialogConan
497,0,This is just not true: women should have equality of access to education. and it is sad that they still need to justify this.,2,SEXISM,226,3,CN,session_1,credibility,DialogConan
498,1,There’s a rumour that Terry Gilliam’s new production has been cancelled because the theatre is concerned about his anti-trans statements. More cancel culture madness!,2,SEXISM,2,0,HS,dialo_gold,reasons,DialogConan
499,0,"Its only a rumour, and he has grown into a curmudgeon in his old age. 😊",2,SEXISM,2,1,CN,dialo_gold,emotions,DialogConan
500,1,Its dangerous censorship and an assault on free speech.,2,SEXISM,2,2,HS,dialo_gold,reasons,DialogConan
501,0,"If the cancellation is true, then surely it’s a theatre sticking by its principles and reminding us that rights also bring responsibilities.",2,SEXISM,2,3,CN,dialo_gold,reasons,DialogConan
502,1,What about freedom of expression in the arts?,2,SEXISM,2,4,HS,dialo_gold,reasons,DialogConan
503,0,But the rumoured cancellation is not related to the play he was planning.,2,SEXISM,2,5,CN,dialo_gold,credibility,DialogConan
504,1,We need to protect our right to cause offence.,2,SEXISM,2,6,HS,dialo_gold,emotions,DialogConan
505,0,"But, he hasn’t lost that right, just had a reminder that what we say affects how people view and treat us.",2,SEXISM,2,7,CN,dialo_gold,emotions,DialogConan
506,1,These sodomites have no place in a free country,2,SEXISM,2096,0,HS,session_2,reasons,DialogConan
507,0,"you're not aware of what the word ""free"" means!",2,SEXISM,2096,1,CN,session_2,reasons,DialogConan
508,1,"It isn't free for gay men to be in, they can't be part of a civilised society.",2,SEXISM,2096,2,HS,session_2,emotions,DialogConan
509,0,"It looks like you don't know the meaning of ""civilized society"". How can there be a society where a large portion of the population is excluded only because of their sexuality?",2,SEXISM,2096,3,CN,session_2,emotions,DialogConan
510,1,It's not my fault if they are a burden to us.,2,SEXISM,2096,4,HS,session_2,None,DialogConan
511,0,"Gay men are not a burden, they're crucial members of society.",2,SEXISM,2096,5,CN,session_2,emotions,DialogConan
512,1,Feminism is a set of moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,2,SEXISM,225,0,HS,session_1,reasons,DialogConan
513,0,Don't lie to yourself: patriarchy is a system of ideas that is oppressive and harmful to all. Feminism means to fight for equal rights for women and for men.,2,SEXISM,225,1,CN,session_1,credibility,DialogConan
514,1,I can't see equal rights in such a rigid political movement,2,SEXISM,225,2,HS,session_1,emotions,DialogConan
515,0,"I find it hard to believe that feminism is ""rigid"" in that it doesn't prescribe doctrines through traditional rules and etiquette.",2,SEXISM,225,3,CN,session_1,credibility,DialogConan
516,1,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job.",2,SEXISM,224,0,HS,session_1,reasons,DialogConan
517,0,"Our goal as a democratic society is to have a more positive and respectful political environment, where inclusivity and representation of all types of people is enforced. Therefore women do belong in politics.",2,SEXISM,224,1,CN,session_1,credibility,DialogConan
518,1,"Do they? No, equality is a lie and feminism is a death sentence for any civilisation.",2,SEXISM,224,2,HS,session_1,reasons,DialogConan
519,0,"Feminism is a social movement for gender equality, I'd say that feminism has worked in the modern world.",2,SEXISM,224,3,CN,session_1,emotions,DialogConan
520,1,"homosexuals should be isolated, isolated from society and isolated from the world.",2,SEXISM,2077,0,HS,session_2,emotions,DialogConan
521,0,"Some people swear that they're not intolerant and homophobic, but then I read statements like this and think that many people lie.",2,SEXISM,2077,1,CN,session_2,reasons,DialogConan
522,1,I can't be tolerant towards sick individuals like gays.,2,SEXISM,2077,2,HS,session_2,reasons,DialogConan
523,0,"Sometimes gay people feel isolated from the rest of society, and this has negative consequences on their mental health. We can help LGBT+ people feeling less isolated and lonely through empathy and inclusion.",2,SEXISM,2077,3,CN,session_2,reasons,DialogConan
524,1,The only help they need is medical. Gay men are diseased and should go to a hospital.,2,SEXISM,2077,4,HS,session_2,reasons,DialogConan
525,0,"Many gay men and lesbians live happy, healthy lives in the US, do you think they're sick as well?",2,SEXISM,2077,5,CN,session_2,reasons,DialogConan
526,1,Gay people need to live separately from us so we don't catch AIDS from them.,2,SEXISM,24,0,HS,dialo_gold,reasons,DialogConan
527,0,"The HIV AIDS epidemic in the 80's was weaponised to spread homophobia and demonise gay people. Anybody can get HIV, straight or gay, and the vast majority of gay people do not have this illness. Those who do can manage their condition with daily medication, which makes it impossible to transmit.",2,SEXISM,24,1,CN,dialo_gold,emotions,DialogConan
528,1,"It's a gay disease, straight people don't get AIDS",2,SEXISM,24,2,HS,dialo_gold,reasons,DialogConan
529,0,"Yes they do, HIV which can develop into AIDS is actually more likely to be undiscovered in straight people, meaning there is more risk of it spreading. This is because after the epidemic the LGBT community became hyperaware of the risk, and generally get tested more.",2,SEXISM,24,3,CN,dialo_gold,emotions,DialogConan
530,1,"Pro-trans zealots view themselves as a virtuous and inclusive subset of ""progressive modernisers"". In reality, they are responsible for the growing social erasure of women. This cultural assault on women's rights is uncivilised and not to be tolerated.",2,SEXISM,45,0,HS,dialo_gold,reasons,DialogConan
531,0,"As a woman myself, I can tell you that trans people having rights doesn't affect my rights one bit. I'd say a bigger threat to women's rights are things like low conviction rates for sexual assault, domestic violence, etc.",2,SEXISM,45,1,CN,dialo_gold,emotions,DialogConan
532,1,When their rights trump or override women’s hard won rights then it is a problem. When it affects women's safe spaces then it’s a problem. There’s evidence to show that abuse of these rights are happening.,2,SEXISM,45,2,HS,dialo_gold,reasons,DialogConan
533,0,"Okay, what rights are they infringing on, and what evidence? Trans people don’t want to cause problems for women, they just want to get on with their lives like anyone else.",2,SEXISM,45,3,CN,dialo_gold,reasons,DialogConan
534,1,Gays are just a bunch of disgusting animals.,2,SEXISM,222,0,HS,session_1,reasons,DialogConan
535,0,"I think this statement is very demeaning. Please do not stereotype, and accept our diversity as human beings.",2,SEXISM,222,1,CN,session_1,credibility,DialogConan
536,1,I can't accept them because faggots are a bunch of hypocrites.,2,SEXISM,222,2,HS,session_1,reasons,DialogConan
537,0,"Well, being a hypocrite is not a question of being gay or not. However, the important thing is respecting other people's sexual orientation and not violating their rights.",2,SEXISM,222,3,CN,session_1,emotions,DialogConan
538,1,I won't respect such a bunch of disgusting faggots. They should be isolated.,2,SEXISM,222,4,HS,session_1,reasons,DialogConan
539,0,"I don't understand why you would think they are disgusting. It's not fair to have homophobic feelings, and I think it's better to try to be nice to anyone.",2,SEXISM,222,5,CN,session_1,emotions,DialogConan
540,1,I just know from experience that they are incompetent and don't want to work.,2,SEXISM,2259,0,HS,session_2,credibility,DialogConan
541,0,"That's not true. According to recent research, women employment is an all time high of 72.4%",2,SEXISM,2259,1,CN,session_2,reasons,DialogConan
542,1,Women should not be allowed to work.,2,SEXISM,2259,2,HS,session_2,None,DialogConan
543,0,"They are definitely allowed. As long as their wage is decent and equal, who are we to deny their right to choose a career?",2,SEXISM,2259,3,CN,session_2,emotions,DialogConan
544,1,Women are here to obey and be submissive and their place is with the man that chooses them. That's all.,2,SEXISM,2253,0,HS,session_2,reasons,DialogConan
545,0,"Human beings should be able to decide what kind of life they want to live, and this means also be able to choose the person they want as a partner. You don't sound like a first choice.",2,SEXISM,2253,1,CN,session_2,emotions,DialogConan
546,1,What I want is for women to realize that they can only obey to men.,2,SEXISM,2253,2,HS,session_2,None,DialogConan
547,0,"Women have always been forced to follow rules and codes, but they are human beings deserving of respect and with the freedom to do whatever they want to.",2,SEXISM,2253,3,CN,session_2,reasons,DialogConan
548,1,"Women are here to obey, and if you don't like it, you can leave.",2,SEXISM,2253,4,HS,session_2,reasons,DialogConan
549,0,"When you want to discuss gender inequality, please do it by talking to people about it, not by imposing your views and oppressive statements. ",2,SEXISM,2253,5,CN,session_2,credibility,DialogConan
550,1,Feminists are bad for the family.,2,SEXISM,2062,0,HS,session_2,None,DialogConan
551,0,"If the mother is an independent woman thanks to feminism, it can only be good for the family.",2,SEXISM,2062,1,CN,session_2,reasons,DialogConan
552,1,"Women shouldn't be independent since they are bad for the economy, this is why the world is filled with problems.",2,SEXISM,2062,2,HS,session_2,reasons,DialogConan
553,0,"Women are disadvantaged in many areas of life, but that does not mean they are bad people.",2,SEXISM,2062,3,CN,session_2,emotions,DialogConan
554,1,These sodomites have no place in a free country,2,SEXISM,2071,0,HS,session_2,emotions,DialogConan
555,0,"Your concept of what ""free"" means is very limited, isn't it?",2,SEXISM,2071,1,CN,session_2,reasons,DialogConan
556,1,They don't deserve freedom. What if we didn't let faggots go to the polls?,2,SEXISM,2071,2,HS,session_2,emotions,DialogConan
557,0,It would be impossible for us to have a democracy unless people were allowed to vote regardless of their sexual orientation,2,SEXISM,2071,3,CN,session_2,None,DialogConan
558,0,I don't think that the government should have something to do with a person's personal life,2,SEXISM,2071,5,CN,session_2,credibility,DialogConan
559,1,If they want to live freely they shouldn't impose same-sex marriage to society to please their own femininity desires!,2,SEXISM,2071,6,HS,session_2,reasons,DialogConan
560,0,"You know the real problem is not same sex marriage but people being homophobic, right?",2,SEXISM,2071,7,CN,session_2,emotions,DialogConan
561,1,"We do not accept homosexuals, though.",2,SEXISM,2071,4,HS,session_2,None,DialogConan
562,1,Gays are just sick. It is an abomination,2,SEXISM,223,0,HS,session_1,reasons,DialogConan
563,0,Do you consider it a disease like cold or flu?,2,SEXISM,223,1,CN,session_1,None,DialogConan
564,1,"Yes, gays are sick.",2,SEXISM,223,2,HS,session_1,reasons,DialogConan
565,0,"I don't see what help could come of saying it. Rather, I think it would help to have a discussion about gender expression and people's individual merits.",2,SEXISM,223,3,CN,session_1,reasons,DialogConan
566,1,This doesn't change the fact that gays are perverts.,2,SEXISM,223,4,HS,session_1,reasons,DialogConan
567,0,Why do you think it is a crime to be gay? It is a societal disorder to target gays.,2,SEXISM,223,5,CN,session_1,emotions,DialogConan
568,1,Women should not to be allowed to vote.,2,SEXISM,2256,0,HS,session_2,None,DialogConan
569,0,I'd want to meet a MP who thinks so.,2,SEXISM,2256,1,CN,session_2,emotions,DialogConan
570,1,"Who cares about MPs! Women shouldn't be allowed to vote, full stop.",2,SEXISM,2256,2,HS,session_2,reasons,DialogConan
571,0,"Women can vote, so why should the government discriminate?",2,SEXISM,2256,3,CN,session_2,emotions,DialogConan
572,1,Becuase they are not able to make rational choices!,2,SEXISM,2256,4,HS,session_2,reasons,DialogConan
573,0,Democracy means that everyone is allowed to vote and is worthy of respect and equal rights. It goes against these principles to say that women are not.,2,SEXISM,2256,5,CN,session_2,credibility,DialogConan
574,1,We cannot coexist with millions of women subhumans that are literally ruining anything good.,2,SEXISM,2059,0,HS,session_2,reasons,DialogConan
575,0,"Women are definitely humans. In order to live in a diverse and interactive society, we people that are different from us must be welcomed, regardless of their gender.",2,SEXISM,2059,1,CN,session_2,emotions,DialogConan
576,1,"I can't welcome women, they're all born subhuman.",2,SEXISM,2059,2,HS,session_2,reasons,DialogConan
577,0,"No woman is born subhuman. The term ""subhuman"" justifies discrimination and violence.",2,SEXISM,2059,3,CN,session_2,emotions,DialogConan
578,1,Just seen an article exposing how the trans agenda is targeting children and trying to get them to become trannies! This is madness!,2,SEXISM,51,0,HS,dialo_gold,reasons,DialogConan
579,0,Where did you read this? Are you sure it's from a reliable source? This sounds like inflammatory fake news.,2,SEXISM,51,1,CN,dialo_gold,reasons,DialogConan
580,1,"The article talked about how they want children to come to Pride, probably so they can indoctrinate them!",2,SEXISM,51,2,HS,dialo_gold,reasons,DialogConan
581,0,It sounds like you're twisting a news story about Pride being family friendly into something that it's not. Be careful how you relay news that you have read. It can be taken out of context quite easily!,2,SEXISM,51,3,CN,dialo_gold,reasons,DialogConan
582,1,"Feminists pretend that they are for men's rights, but they are just a bunch of cry babies looking for justifications for oppressing men.",2,SEXISM,2249,0,HS,session_2,reasons,DialogConan
583,0,"Discrimination on the basis of gender is not the answer, and feminists have always been against it.",2,SEXISM,2249,1,CN,session_2,reasons,DialogConan
584,1,"If they're so against it, why do feminists hate men.",2,SEXISM,2249,2,HS,session_2,emotions,DialogConan
585,0,"Feminism isn't about women hating men, it is about the right to life of all humans",2,SEXISM,2249,3,CN,session_2,reasons,DialogConan
586,1,"Well, all I see is feminists hating on men online, so...",2,SEXISM,2249,4,HS,session_2,reasons,DialogConan
587,0,"Feminism is an anti-oppression group, not anti-men",2,SEXISM,2249,5,CN,session_2,reasons,DialogConan
588,1,"Soon it will be 'sexist' to even talk to birds, everyone gets offended so easily these days you can't say anything.",2,SEXISM,20,0,HS,dialo_gold,reasons,DialogConan
589,0,If you talk to women like they're people not 'birds' you shouldn't have a problem!,2,SEXISM,20,1,CN,dialo_gold,emotions,DialogConan
590,1,I'll call them what I want,2,SEXISM,20,2,HS,dialo_gold,emotions,DialogConan
591,0,"Well, treating people with respect, like not using dehumanising or derogatory terms towards them, is usually a good idea if you want to be treated with respect back!",2,SEXISM,20,3,CN,dialo_gold,emotions,DialogConan
592,1,Gays should be banned from Europe and the US.,2,SEXISM,2248,0,HS,session_2,None,DialogConan
593,0,Equal rights are granted to everyone under the European Convention on Human Rights and the US Constitution. Sexual orientation doesn't change this fact.,2,SEXISM,2248,1,CN,session_2,reasons,DialogConan
594,1,"Gays are perverts, the constitution shouldn't apply to them.",2,SEXISM,2248,2,HS,session_2,reasons,DialogConan
595,0,Everybody's different and we should accept it through working on inclusion.,2,SEXISM,2248,3,CN,session_2,credibility,DialogConan
596,1,We should have never let women into the workplace. It's against their right.,2,SEXISM,2067,0,HS,session_2,reasons,DialogConan
597,0,You know what is a violation of their rights? Cases of domestic violence that women do not want to experience.,2,SEXISM,2067,1,CN,session_2,reasons,DialogConan
598,1,"Women should not have rights, period. Who cares about what they want.",2,SEXISM,2067,2,HS,session_2,None,DialogConan
599,0,Women are just like everyone else: humans. They have the right to live their life however they want.,2,SEXISM,2067,3,CN,session_2,emotions,DialogConan
600,1,"Women are basically childlike, they make no sense and shouldn't have any right.",2,SEXISM,2066,0,HS,session_2,reasons,DialogConan
601,0,"There should be nothing wrong with respecting the rights they possess, since they are adults with responsibilities and rights.",2,SEXISM,2066,1,CN,session_2,reasons,DialogConan
602,1,"Giving rights to women is dangerous, they're immature like a child and they remain this way most of their lives.",2,SEXISM,2066,2,HS,session_2,reasons,DialogConan
603,0,"There is no question that a woman will not remain a child. If that were the case, you wouldn't be calling them women. What you say reflects the patriarchy.",2,SEXISM,2066,3,CN,session_2,emotions,DialogConan
604,1,Gay is a mental disorder.,2,SEXISM,2244,0,HS,session_2,None,DialogConan
605,0,How can you say that gender and sexuality are psychological disorders? It's not true.,2,SEXISM,2244,1,CN,session_2,emotions,DialogConan
606,1,"No, those sick ones should be shunned and ignored. They are not human.",2,SEXISM,2244,2,HS,session_2,reasons,DialogConan
607,0,Are homosexual people lesser than others only because of their love life? I guess we should draw the line somewhere else then.,2,SEXISM,2244,3,CN,session_2,emotions,DialogConan
608,1,If you left 1000 men on an island with 1000 women who were men but now according to morons on twitter are now women the islands would become extinct in a generation.,2,SEXISM,203,0,HS,dialo_gold,reasons,DialogConan
609,0,"Okay, what's your point?",2,SEXISM,203,1,CN,dialo_gold,None,DialogConan
610,1,These so called 'women' are not women. It's delusional.,2,SEXISM,203,2,HS,dialo_gold,reasons,DialogConan
611,0,So you think that what makes a woman a woman is her ability to have children?,2,SEXISM,203,3,CN,dialo_gold,emotions,DialogConan
612,1,Just saying these trannys could never do what women are biologically wired to do.,2,SEXISM,203,4,HS,dialo_gold,reasons,DialogConan
613,0,"If you put 1000 men on an island with 1000 cisgender women with reproductive health conditions that prevent them from getting pregnant, the population would still become extinct in a generation. Are you saying women who can't have children aren't women?",2,SEXISM,203,5,CN,dialo_gold,reasons,DialogConan
614,1,But they've got a womb. What I mean is if everyone woke up and decided to be a different gender then we'd all die out.,2,SEXISM,203,6,HS,dialo_gold,emotions,DialogConan
615,0,"Okay well the majority of people aren't transgender, so I don't think this is an issue? Sounds like you're using an unrealistic hypothetical situation to reach wild conclusions about the real world.",2,SEXISM,203,7,CN,dialo_gold,emotions,DialogConan
616,1,Women are an abomination because they cannot provide for their family.,2,SEXISM,2250,0,HS,session_2,reasons,DialogConan
617,0,"Men don't have to be the only providers for the family, women are just as much dedicated and hard-working. Still anyone can contribute in different ways to the household, and each way is important and necessary.",2,SEXISM,2250,1,CN,session_2,credibility,DialogConan
618,1,"No, women can't contribute to nothing. They are basically childlike and incapable of holding a job and raising a family.",2,SEXISM,2250,2,HS,session_2,reasons,DialogConan
619,0,"Women are capable of achieving great things, we only need to give them the opportunity.",2,SEXISM,2250,3,CN,session_2,emotions,DialogConan
620,1,"Opportunity? No, women don't have the right to have it all and if they want to have a family, they must accept the role of the homemaker.",2,SEXISM,2250,4,HS,session_2,emotions,DialogConan
621,0,"Why should women only be homemakers instead of contributing to society and economy? It doesn't make sense. A woman can choose whatever she wants for her life and her body, men can't restrict her.",2,SEXISM,2250,5,CN,session_2,credibility,DialogConan
622,1,"I don't like how some people approves homosexuals. They are different to us in so many ways, and they should be blamed for their evil choices.",2,SEXISM,2247,0,HS,session_2,reasons,DialogConan
623,0,"Anybody has the right to experience relationships as they prefer. Homosexuality is just a form of love, not a choice.",2,SEXISM,2247,1,CN,session_2,credibility,DialogConan
624,1,"Faggots, lesbians, and transgenders are all just hiding behind our society to abuse, not to love. They are allowed to do what they want to do to us.",2,SEXISM,2247,2,HS,session_2,reasons,DialogConan
625,0,"Why are you using these words to describe a whole group? We as a society should aim to be diverse and mature enough to accept other individuals, even if they have a different sexual orientation or gender from us.",2,SEXISM,2247,3,CN,session_2,emotions,DialogConan
626,1,Women have no place in a male-dominated society.,2,SEXISM,2246,0,HS,session_2,reasons,DialogConan
627,0,"I think women and men should be treated as equal individuals, because both wish to be treated with respect.",2,SEXISM,2246,1,CN,session_2,reasons,DialogConan
628,1,"Women aren't individuals as men are, they can't participate in society like us.",2,SEXISM,2246,2,HS,session_2,reasons,DialogConan
629,0,"There must be space for women in a democratic society, don't you think?",2,SEXISM,2246,3,CN,session_2,emotions,DialogConan
630,1,"Yes but women are just a burden to society, that's why they don't have a place in it.",2,SEXISM,2246,4,HS,session_2,reasons,DialogConan
631,0,"Women still work a lot to support our society, even if you say this about them.",2,SEXISM,2246,5,CN,session_2,emotions,DialogConan
632,1,What is the point of loving someone if you cannot love in a heterosexual way?,2,SEXISM,2245,0,HS,session_2,reasons,DialogConan
633,0,Love is a balance between emotion and mind and you can't choose who makes you feel this way. I don't see any reason why heterosexuality would be preferable to other sexualities.,2,SEXISM,2245,1,CN,session_2,credibility,DialogConan
634,1,Gays are sick. They should be isolated.,2,SEXISM,2245,2,HS,session_2,reasons,DialogConan
635,0,"Being gay doesn't make you sick, it's a behavioral preference which is perfectly acceptable.",2,SEXISM,2245,3,CN,session_2,emotions,DialogConan
636,1,"The trans agenda don’t want mens and womens toilets, everything has to be ‘all in 1’ now. Is this the future we want? Risking womens safety just so men in dresses feel comfortable?",2,SEXISM,17,0,HS,dialo_gold,reasons,DialogConan
637,0,"In some bars and cafes that I usually go to there are gender neutral toilets, and I've never had a problem with them. As long as people respect others and respect the space, 'all in 1' toilets work fine.",2,SEXISM,17,1,CN,dialo_gold,credibility,DialogConan
638,1,But many wont and many will feel aggrieved by them. You choose to go to that bar/cafe but public toilets will obviously become a problem.,2,SEXISM,17,2,HS,dialo_gold,reasons,DialogConan
639,0,"Yeah, it's bound to be unfamiliar to some people, but I'm just saying it can work without there being issues/conflict. It's a question of what the norm is. A lot of student unions and universities today have gender neutral toilets, so that generation will be generally okay with it.",2,SEXISM,17,3,CN,dialo_gold,credibility,DialogConan
640,1,"I hate when parents make a big deal about 'embracing' their kids being gay when they're only young teens. It's just a phase, they're too young to decide their sexuality, it's harmful to encourage this delusion.",2,SEXISM,202,0,HS,dialo_gold,reasons,DialogConan
641,0,"If they know, they know. What makes you think they don't know what they want?",2,SEXISM,202,1,CN,dialo_gold,emotions,DialogConan
642,1,They don't know what they want when they're just kids. They might just be saying they're gay cause they've seen it in a tv show or are fans of gay celebrities or something. Kids are very impressionable.,2,SEXISM,202,2,HS,dialo_gold,reasons,DialogConan
643,0,"We live in a very heteronormative society, where there's lots of pressure to be straight because it's the only sexuality that's normalised. If a teen is saying they're gay they will have realised this despite growing up in a society that assumes everyone is straight. If they're 'impressionable' then they would think they're straight!",2,SEXISM,202,3,CN,dialo_gold,credibility,DialogConan
644,1,"Women are bad for the economy, this is why the world is filled with problems.",2,SEXISM,2069,0,HS,session_2,reasons,DialogConan
645,0,Just because women are disadvantaged in many areas of life does not mean that they are bad people.,2,SEXISM,2069,1,CN,session_2,reasons,DialogConan
646,1,"They may not be bad, but women are basically childlike with no cognitive development, that is why they must obey to their husbands.",2,SEXISM,2069,2,HS,session_2,reasons,DialogConan
647,0,"Society often pressures women into being submissive to their husbands. However, this is only a social construct based on false beliefs.",2,SEXISM,2069,3,CN,session_2,emotions,DialogConan
648,1,I don't care if some gays somewhere get married. What I care about is when this begins to affect my children.,2,SEXISM,201,0,HS,dialo_gold,emotions,DialogConan
649,0,"Gays getting married won't ever affect your children, unless they're invited to the wedding, in which case it'll have the effect of giving them a fun event to go to.",2,SEXISM,201,1,CN,dialo_gold,reasons,DialogConan
650,1,"What if it's the start of a slippery slope though, first marriage, then things like gay history month, then who knows what...",2,SEXISM,201,2,HS,dialo_gold,emotions,DialogConan
651,0,Genuinely curious what you think would come next? And why it would be bad?,2,SEXISM,201,3,CN,dialo_gold,reasons,DialogConan
652,1,"They might start trying to normalise the more deviant parts of the lifestyle, you see those men dressed like dogs and stuff in pride parades, that stuff is messed up and we can't start telling kids thats normal.",2,SEXISM,201,4,HS,dialo_gold,reasons,DialogConan
653,0,"Kink/bdsm isn't necessarily a gay thing, yeah there's sometimes kink related groups at pride but this is very much a thing that straight people do too. It's really got nothing to do with gay marriage or gay rights of any sort.",2,SEXISM,201,5,CN,dialo_gold,credibility,DialogConan
654,1,"Girl, you're not bi. There's no such thing. You're just horny and greedy.",2,SEXISM,200,0,HS,dialo_gold,emotions,DialogConan
655,0,"Nope I'm bi, just because you can't wrap your head around the idea of attraction not being based on gender, it doesn't mean bi people don't exist!",2,SEXISM,200,1,CN,dialo_gold,emotions,DialogConan
