s,DialogId,turn,Type,ID,text,label,persuasion,Topic,source
1089,753836785675808768,1,CN,753837218540552193," Isis kills Muslims, normal Muslims hate Isis, we're not supporting them. I'm sick of Isis defaming the religion too",1,emotions,Religious,ContextCounter
1001,1240701206751633408,0,HS,1240701206751633408,CALLING IT THE CHINESE VIRUS IS SO FUCKING LAME LIKE TYPICAL DUMB FUCK SCHOOLYARD RACIST LAZY SHIT and it will work to deflect for all trumps racist ass fanboiz,0,reasons,Religious,ContextCounter
1002,1240701206751633408,1,CN,1240709302190366720," DO YOU THINK CHINESE FOOD IS RACISM? Come on, only the one who slander us soldiers can blame Trump.",1,reasons,Religious,ContextCounter
1003,1240701206751633408,2,CN,1240724484379811841, Why don’t you order some Chinese food or better yet go out to eat at a lovely Chinese restaurant,1,emotions,Religious,ContextCounter
867,1418701957640843267,0,HS,1418701957640843267,I fucking hate men. https://t.co/jRhKSvI5s8,0,reasons,Racism,ContextCounter
868,1418701957640843267,1,CN,1418916294699663372," The fact that she feels she had to tell them F-U in a nice way hurts my soul. No respect should be given , yet we're conditioned that that's the proper way simply bc one has a penis. Have to protect that male ego,or you're not ""lady-like""🙄🙄🙄",1,emotions,Racism,ContextCounter
869,1418701957640843267,2,CN,1418706783816794117," Sad... I shouldn't be surprised that the cameraman just stood there, playing with his damn camera, while the reporter was visible uncomfortable left alone to answer that imbecile 🤦🏾‍♂️",1,reasons,Racism,ContextCounter
870,1418701957640843267,3,CN,1418733240634990595, This must be in the South. He said she was Mulatto. Who uses that word in 2021 to identify a bi-racial individual?,1,reasons,Racism,ContextCounter
973,1304427172740956162,0,HS,1304427172740956162,“There wasn’t a mass outbreak of anti-Muslim sentiment” ??? My mother had to stop wearing her hijab because she was getting harassed. My friends had to change schools. I’m sick of white people invalidating every marginalized community https://t.co/phMitFI6OD,0,reasons,Racism,ContextCounter
974,1304427172740956162,1,CN,1304432772837146624," my entire family was harassed for years, still is to this day. being MENA/Muslim in a post 9/11 america has been incredibly traumatizing, i hate people who choose to stay ignorant to that.",1,reasons,Racism,ContextCounter
103,1489420900088877057,0,HS,1489420900088877057, I’m watching the figure skating and that’s all. Everyone saying we shouldn’t have a team there is forgetting these men &amp; women work hard for this very reason. I despise China &amp; everything they stand for &amp; do. It’s maddening for sure. 😡😢,0,reasons,Sexism,ContextCounter
104,1489420900088877057,1,CN,1489421776593563648,  My take is that me watching the Olympics doesn't mean I support China or the CCP. It means I support Team USA. I'll happily post memes deriding China all day long.,1,emotions,Sexism,ContextCounter
988,1504261800702869510,0,HS,1504261800702869510,"Please stop telling people to respect others' opinions around racism; that works on; “I don't like tacos,” Not; “I don't like Black people!”",0,reasons,Racism,ContextCounter
989,1504261800702869510,1,CN,1504269378761633793," I respect everyone’s right to have and to profess their own opinions and beliefs, but that doesn’t mean that I necessarily respect their opinions and beliefs.",1,emotions,Racism,ContextCounter
990,1504261800702869510,2,CN,1504263935859384320," Yeah that's a non-negotiable. Bigotry of any kind is not a valid opinion, and I will not respect it.",1,reasons,Racism,ContextCounter
991,1504261800702869510,3,CN,1504262887501565953, Do you have an example where this happened? I can't picture someone saying I'm racist and you need to be ok with my opinion. If so things are worse than I thought,1,emotions,Racism,ContextCounter
1210,1513530301749895172,0,HS,1513530301749895172,"y'all took ""ironic"" homophobia all the way back around to just regular hate crimes bc why are cishet women calling me a f*ggot bc i said they're just being regular homophobic",0,reasons,Sexism,ContextCounter
1211,1513530301749895172,1,CN,1513723174512300032," The whole ""Ayo that's kinda sus 🤨"" joke is just diet honophobia to me. It treats being gay as a silly thing, or a thing to watch out for your homies doing. It's lame, let people act how they want",1,reasons,Sexism,ContextCounter
1212,1513530301749895172,2,CN,1513585907466653709, literally there was this yt f/g on here defending a woman for calling a gay guy a slur like ? hello ?? just cause you’re fine w straights disrespecting your identity doesn’t mean we all are,1,reasons,Sexism,ContextCounter
1216,1513530301749895172,6,CN,1513867025407524867," pls the last straw for me was straight girls and wlw girls commenting ""💅"" all over mens tiktoks. i get that it was a joke at first but like at some point its just bullying. some ppl are rlly sensitive over stuff like that (understandably) and its not okay",1,reasons,Sexism,ContextCounter
1217,1513530301749895172,7,CN,1513621137976365056, A gay guy got actually hatecrimed and people were calling him the f word in the tweets and saying “slay” like.. this man got b3 to a pulp and that’s how you react?,1,reasons,Sexism,ContextCounter
1218,1513530301749895172,8,CN,1513566217096814599, only elgeebeetees can call each others slurs for fun it's the law,1,reasons,Sexism,ContextCounter
269,1541237043283501058,0,HS,1541237043283501058,I hate men with everything in my soul.,0,None,Sexism,ContextCounter
270,1541237043283501058,1,CN,1544509264139472896, Your Dad had sex with your mom lol,1,reasons,Sexism,ContextCounter
152,1399787393574703106,0,HS,1399787393574703106,That’s because you’re antisemitic and it’s your way of saying “I hate Jewish people”. https://t.co/QaFSiStwlE,0,reasons,Racism,ContextCounter
153,1399787393574703106,1,CN,1399823846237147144, Taking a stand against war crimes is not anti Semitic but I don’t expect you to be able to grasp that,1,reasons,Racism,ContextCounter
1090,1265380898771537923,0,HS,1265380898771537923, i’m really torn about it because on one hand i think i understand it and on the other hand I Am Lesbian and I Do Not Like Men and I Don’t Like Lesbian Meaning Man Okay,0,credibility,Sexism,ContextCounter
1091,1265380898771537923,1,CN,1265426455099408384,  But why tell someone the label that makes them comfortable isn't allowed?,1,reasons,Sexism,ContextCounter
809,1342264935196352519,0,HS,1342264935196352519,"In case anyone is wondering, I don’t like straight people anymore and this person in particular is why https://t.co/7FI2uNceOU",0,None,Other,ContextCounter
810,1342264935196352519,1,CN,1342266779675095040," Aha!! You admit it!! Whether you encountered me or not, that's how you have always felt and I just brought it out!! You big mad at my opinion!! I'm having fun taking up space in your head, and evidently your heart bcuz you're all in your feelings 😂😂😂",1,None,Other,ContextCounter
1306,1302523873011826688,0,HS,1302523873011826688,"There’s been a basic terror attack in the gay village and OF COURSE all the fucking gammons are frothing at the mouth trying to pin it on the islamic and muslim communities.

Just once can yall NOT BE RACIST!?  Literally any race can be a terrorist . shut the fuck up",0,reasons,Religious,ContextCounter
1307,1302523873011826688,1,CN,1302696810637668352," Perhaps you should listen to the gammons more. He shoots, he scores!! https://t.co/tubAuuycSM",1,emotions,Religious,ContextCounter
1308,1302523873011826688,2,CN,1302566208810647552," Funny how you’re playing it down to basic lol, people have been stabbed up... go sacrifice yourself for the next terrorist attack then love",1,reasons,Religious,ContextCounter
1309,1302523873011826688,3,CN,1302592221301092354, 'all cops are bastards'. What about the ones who detained the terrorist?,1,reasons,Religious,ContextCounter
1310,1302523873011826688,4,CN,1302566041575460864," Whenever there's a terror attack they immediately start talking about islam, even if there is nothing to indicate the person was islamic. It's disgusting.",1,reasons,Religious,ContextCounter
1312,1302523873011826688,6,CN,1302525168187846659, What's the bet it's actually a white homophobic jerk off?,1,reasons,Religious,ContextCounter
873,1483328335329783811,0,HS,1483328335329783811,"I don’t like Indian sweets, I don’t like masala chai, I don’t like Ponggal 🥺 Am I weird..? 🥺 I try so hard to like them but idk I just can’t..😔",0,credibility,Other,ContextCounter
874,1483328335329783811,1,CN,1483434682578575362," Everyone is different, you dont have to like something that everyone else likes. That doesnt make you weird, it just makes you different. Nothing wrong with that.",1,reasons,Other,ContextCounter
1219,1334149606305800196,0,HS,1334149606305800196,"k I'll be cosplaying Evelyn on stream when I get cyberpunk

no those boots won't be included

I love cosplay and makeup but I fucking hate women's boots

they are pain

I have man feet that require man shoes

however everyone has their price though

everyone has their price https://t.co/qNGZwxZaJT",0,None,Other,ContextCounter
1220,1334149606305800196,1,CN,1334151988850929664, Such a corner cutter. Suck it up pussy!,1,None,Other,ContextCounter
1092,1235642832485888000,0,HS,1235642832485888000, If China had only shown the true numbers and severity of this #wuhancoronavirus then maybe some countries would have taken it more seriously much earlier.,0,reasons,Other,ContextCounter
1093,1235642832485888000,1,CN,1235694848901955585,  China has shown you that ten of thousands people infected for about two months. Few of countries take serious action unitl outbreak.,1,emotions,Other,ContextCounter
807,490305702225645569,0,HS,490305702225645569,"Someone in a truck on centre street just screamed out their window at me ""i fucking hate Jews"" #realnice #yyc",0,reasons,Racism,ContextCounter
808,490305702225645569,1,CN,490308876428779520,"  on behalf of humanity, I apologize that that happened to you! Someday ignorance will be obsolete",1,emotions,Racism,ContextCounter
1221,1541059709788200964,0,HS,1541059709788200964,    I really hate women when the first thing they gotta say when they hear ab somebody being abused is “proof?”,0,reasons,Sexism,ContextCounter
1222,1541059709788200964,1,CN,1541070590483759106,"    Hell yes because the accusation didn’t even come from the alleged victim, it came from a broken ex wife. Tf.",1,emotions,Sexism,ContextCounter
875,1514841108483698690,0,HS,1514841108483698690,"A third rate, toilet paper worthy news paper that calls itself a daily newspaper in Tamil is called Murasoli in T N. 

This is the official newspaper of  party in TN. Pls see my video on why EMS Namboodripad Govt was dismissed in Kerala &amp; the proof of what I spoke! https://t.co/1olfDFw0Bb",0,reasons,Racism,ContextCounter
876,1514841108483698690,1,CN,1514843506736766977,  Sir please don't expect ethics from news paper you pay more than DMK they wag their tail for you,1,emotions,Racism,ContextCounter
156,1418650901439516675,0,HS,1418650901439516675,i really hate lgbt french twt yall only wanna be the most oppressed now comparing who is the most oppressed between bisexuals and monosexuals nobody cares omg this isnt oppression olympics,0,reasons,Sexism,ContextCounter
157,1418650901439516675,1,CN,1418655762109370368, I rlly don't understand it like surely you want to work together to defeat oppression not ... Oppress each other further? No?,1,reasons,Sexism,ContextCounter
158,1510624833209438211,0,HS,1510624833209438211,"Sorry I am talking about it so much, but I am still annoyed.
Not for the flag, but because benchtwt harassed gay people, then turned around and went ""dnfers hate lesbians and do not care about us"", when they did not care about gay people getting called gross things.",0,reasons,Sexism,ContextCounter
159,1510624833209438211,1,CN,1510644197191204875, what does this have to do with lesbians can they leave us alone 😭,1,emotions,Sexism,ContextCounter
160,1510624833209438211,2,CN,1510625916824834059," The DNF flag had already been painted over three times before this happened, it’s sort of the nature of the beast that things get covered up on r/place. What I can’t understand is this specific groups willingness to harass us and make us out as the villain in this situation.",1,reasons,Sexism,ContextCounter
805,1393710482624765958,0,HS,1393710482624765958,  Having my opinion about the conflict means I don’t like Jewish people? I’m entitled to my opinion regarding their actions. Those 2 things are not mutually exclusive,0,reasons,Racism,ContextCounter
806,1393710482624765958,1,CN,1393711128795099141,  I agree but scrutinizing Israel for defending themselves in the 6 day war is just unrelated. Being okay with the potential slaughter of Jews is in fact anti Semitic,1,emotions,Racism,ContextCounter
1086,1316686510670909442,0,HS,1316686510670909442,"During apartheid I so cursed' whites 'for being so stupid that they racialised everything incl who to have sex with. Something so biological.

Never thought post 94 there are young 'blacks' who sincerely believe genuine 'blacks' should hate 'whites.'
Perhaps some day..",0,reasons,Racism,ContextCounter
1087,1316686510670909442,1,CN,1316712030653513731, It comes from parents and sometime peer pressure at school. It is not just young black people. There are still the white children who are the same. Children are not racist when they are babies and growing up. It is our responsibility to teach them.  One day we will live in peace,1,emotions,Racism,ContextCounter
880,1500674964231319556,0,HS,1500674964231319556,"Laurance. Bro. Just tweet, “I’m sick of  black people” and pin it to the top of your profile. 
Think of all the time you’d save. You could probably just retire from journalism completely and do something that makes you happy. Don’t you want to be happy? https://t.co/M2ltkXifib",0,reasons,Racism,ContextCounter
881,1500674964231319556,1,CN,1500677474618802177, What specifically in that thread lead  you to your very serious accusation of racism ?  I’m not saying you’re wrong but I’m not saying you’re right either.,1,emotions,Racism,ContextCounter
903,644728219870990336,0,HS,644728219870990336," I cannot stand Islam because of the atrocities its adherents perform. In fact, I hate it, but I read the damned book.",0,reasons,Religious,ContextCounter
904,644728219870990336,1,CN,644729671662309376,  atrocities? Tell us more about the two atomic bombs on Japan.,1,reasons,Religious,ContextCounter
1035,1160689771284500480,0,HS,1160689771284500480,I hate Arab men https://t.co/UfIxCsrvsH,0,reasons,Religious,ContextCounter
1036,1160689771284500480,1,CN,1161027089107230721," Wow sis, way to leave a muslim brother on seen. Garbage ass",1,reasons,Religious,ContextCounter
803,1351327969671864326,0,HS,1351327969671864326,i hate arab men so much,0,reasons,Religious,ContextCounter
804,1351327969671864326,1,CN,1351446480796721153,"  Don't discriminate please, Some Arab men are probably good.",1,emotions,Religious,ContextCounter
1097,1542583597361684480,1,CN,1542583980842688515, this is extremely rude but true but rude,1,emotions,Sexism,ContextCounter
1096,1542583597361684480,0,HS,1542583597361684480,i hate gay couples that go hiking together. like shut up . ugh,0,reasons,Sexism,ContextCounter
64,1409507476572147722,0,HS,1409507476572147722,"Just had to block a guy called j wills or something.. I don't like female nudes, and I am heterosexual male, on my time line, never mind mens/boys boabies all over it and playing with them ffs 😡😡😡😡 fair play if you are gay but please stop that",0,reasons,Sexism,ContextCounter
65,1409507476572147722,1,CN,1409513172285919233, Nobody should be sharing inappropriate images without consent as many people have contacts who are children under the age of consent following them. This makes every liable to a knock on their door by police. If people arent mature enough to know this they should be allowed A/Cs,1,reasons,Sexism,ContextCounter
1098,1323993952253546503,0,HS,1323993952253546503, Agreed. More often than not I despise white people's views - especially us white women who as a group should finally know better by now who to trust.,0,reasons,Racism,ContextCounter
1099,1323993952253546503,1,CN,1323994237134929921," Exactly. Why? Why do this? I'm not surprised, honestly, just baffled.",1,emotions,Racism,ContextCounter
949,1514358621244915713,0,HS,1514358621244915713,This is such a soulless marketing stunt. I really hate american capeshit. https://t.co/od4hDlAyCY,0,reasons,Religious,ContextCounter
950,1514358621244915713,1,CN,1514385602048925707, Explain to me what is bad about this.,1,emotions,Religious,ContextCounter
801,1429636502691143685,0,HS,1429636502691143685,They treated Kayee like she was nothing the whole time she was there and then had the nerve to call her crazy when she snapped. This is why I don’t like white people 🙄 #YouMeAndMyEx,0,reasons,Religious,ContextCounter
802,1429636502691143685,1,CN,1429644942570266624," ""This is why I don't like white people""... yet god forbid this is said back to you about your race. Also it has nothing to do with them being white. Dumb af.",1,reasons,Religious,ContextCounter
1746,1306490059864989697,0,HS,1306490059864989697,I cannot stand black people gate keeping being black from biracial people. Like oh my god race isn’t even real (scientifically speaking) so if my mother is black and I grew up surrounded by black people and being a part of black culture... THEN IM FUCKING BLACK. assholes Smdh,0,reasons,Religious,ContextCounter
1747,1306490059864989697,1,CN,1306498304046370816, I'll kick their ass for you drop the @,1,emotions,Religious,ContextCounter
884,1366912693534420998,0,HS,1366912693534420998,this was 10 minutes ago &amp; they’re still sitting there waiting to be served 🤣🤣 I can’t stand Mexican men,0,emotions,Other,ContextCounter
885,1366912693534420998,1,CN,1366914433394556930," Could never understand this... ""But they do hard work all day, every day!"" Okay? Women do too?! Your point?",1,emotions,Other,ContextCounter
1011,1265675398718709761,0,HS,1265675398718709761,"Honestly I’m going to say it since nobody else will ..

 I’m sick of white people because they do stuff just because they know they can get away with it for being white.",0,reasons,Religious,ContextCounter
1012,1265675398718709761,1,CN,1265728120751038465,"  It's the truth, but try and say that to them in a group..they get all defensive, start bringing up what they think we do..you don't know us..",1,reasons,Religious,ContextCounter
1048,1150015060770787328,0,HS,1150015060770787328,"TW/// islamophobia 

this is not okay, i cant believe im getting all of this hate for saying “bts muslim” and there is nothing wrong with me being Muslim and bisexual, i am valid. You are horrible person. i will find u nd end u bitch. I won’t let your stupid words hurt me, coward https://t.co/WImbKR8lmi",0,reasons,Sexism,ContextCounter
1049,1150015060770787328,1,CN,1150091870048931840, Imagine thinking this is okay. Is it really that hard to respect people? Idc if ur a trash person as long as you mind ur business and respect people. I can’t believe people are so rude. Know that there are lots of people who will respect you 💜💜,1,reasons,Sexism,ContextCounter
302,1518633186741395459,0,HS,1518633186741395459,"I don't like white people using ""Martin Luther Cream"" that still seems racist to me. IDC IDC IDC, I don't like it.",0,reasons,Racism,ContextCounter
303,1518633186741395459,1,CN,1519010297058635779,  Ummm whet?? That’s a thing?? In what context is this happening?! Wtf,1,None,Racism,ContextCounter
1235,1414106903798587398,0,HS,1414106903798587398,"Why is it totally fine and cool and even a little hip to say ""I don't like kids"" but it would be really ugly and unacceptable to say ""I don't like old people""?",0,emotions,Other,ContextCounter
1236,1414106903798587398,1,CN,1414423848276176896," If old people were loud and sticky and disruptive on a consistent basis, I don’t think it would be unacceptable to verbalize that opinion, so, I guess it’s all about perspective. 🤷🏼‍♀️",1,emotions,Other,ContextCounter
1238,1414106903798587398,3,CN,1414324867005046784," Idk, I don't like some old people but I also really like some old people, just like I don't like some kids and I really like some kids. It depends on how the individual acts, we really shouldn't generalize any population",1,reasons,Other,ContextCounter
1037,1018427337896071168,0,HS,1018427337896071168,"God I hate shallow people. 'Oh, you're in a wheelchair' *proceeds to block my number*
Frustrating thing is that it was clearly all over my fucking dating profile that I used a wheelchair.",0,reasons,Racism,ContextCounter
1038,1018427337896071168,1,CN,1018450656791879681, Really... Shallowness also works the other way.... Haven't heard you complain yet about woman with a wheelchair kink,1,emotions,Racism,ContextCounter
68,1514429224211390479,0,HS,1514429224211390479,"I really hate how blacks and liberals are trying to paint Patrick Lyoya as some unarmed person. A taser is a weapon liberals said. So when he is grabbing the taser he is armed. The officer was justified. Maybe don't resist, fight with the officer and grab the taser.",0,reasons,Other,ContextCounter
69,1514429224211390479,1,CN,1514429925758935040," Being on team “it’s fine for the government to execute people in the street if they don’t act right” is the most pathetic, cowardly take available",1,credibility,Other,ContextCounter
70,1514429224211390479,2,CN,1514431708506042377, The officer was on top of him with all his body weight. He was face down on the ground how was he a threat? He deserves a trial like everyone else. The officer was so scared for his life but he had time to shut his body cam off. Make it make sense.,1,reasons,Other,ContextCounter
71,1318283860312981507,0,HS,1318283860312981507,"i fucking see you, you son of a bitch https://t.co/UE7zto594E",0,reasons,Other,ContextCounter
72,1318283860312981507,1,CN,1318285201047506950, I THOUGHT OF YOU WHEN I SAW HIM SJDJFND,1,emotions,Other,ContextCounter
144,398648903530057730,0,HS,398648903530057730,"We can't even fucking ride bikes now? What the shit is this?  I'm not sexist, but girls riding bikes just looked weird af.",0,reasons,Sexism,ContextCounter
145,398648903530057730,1,CN,398649526086414337,  did we just travel back in time to the 19th century?,1,emotions,Sexism,ContextCounter
1094,1543635263703977987,0,HS,1543635263703977987, I hate transgender women,0,reasons,Sexism,ContextCounter
1095,1543635263703977987,1,CN,1543635552624226305," then why haven’t you sent me a video of you calling me the f slur, I’d be sooooo owned if you did that.",1,emotions,Sexism,ContextCounter
657,321005650358456320,0,HS,321005650358456320,i hate muslims and their sharon law,0,reasons,Religious,ContextCounter
658,321005650358456320,1,CN,321018760825806848, it's called sharia law you dimwit!!! IF YOU'RE GONNA INSULT GET YOUR FACTS STRAIGHT!!!,1,reasons,Religious,ContextCounter
161,1390613138920378371,0,HS,1390613138920378371,"One thing that amazes me is how men shy away, from saying they don't like fat women, but women can say they don't like a guy that is not tall, or strong or has tattoos or they don't like fat guys or whatever, almost as if your own preference doesn't matter

I don't like fat pls.",0,reasons,Racism,ContextCounter
162,1390613138920378371,1,CN,1390665695109726215," There’s a difference between “I’m not attracted to fat women” and “I’m not attracted to fat women bcos they’re unattractive”. You’re allowed to have a preference but what you’re not allowed to do is shame anyone bcos of your preference. All this thing no hard, una just like fight",1,emotions,Racism,ContextCounter
1084,1177609420588683266,0,HS,1177609420588683266,i cannot stand straight people i cannot they are SO STUPID i was talking about the themes about sexuality in fun home and this boy raised his hand and said “where did you get that? i didn’t get the sense anyone was gay” IM?!?!,0,reasons,Sexism,ContextCounter
1085,1177609420588683266,1,CN,1177750440697647105," excuse me w h a t ?? dude clearly isn't reading the same book, or reading at all for that matter,,",1,reasons,Sexism,ContextCounter
1277,1544144420383010816,0,HS,1544144420383010816,i have one of these fuckers panicking on private and the other panicking in my dms. i can’t stand gay people.,0,reasons,Sexism,ContextCounter
1278,1544144420383010816,1,CN,1544148404649033730, Oh but when you were dating Kgym I didn’t say a thing.,1,emotions,Sexism,ContextCounter
164,1323036155235995651,0,HS,1323036155235995651,I really hate white people with all my heart and soul. https://t.co/nZWlXYkF5N,0,reasons,Racism,ContextCounter
165,1323036155235995651,1,CN,1323036973238505473, how do i unsee this please this is so cringy,1,emotions,Racism,ContextCounter
1223,1292988620962504709,0,HS,1292988620962504709,It infuriates me that Ben Sharipoo is the goyish idea of a clever Jew. Come the fuck on man.,0,reasons,Religious,ContextCounter
1224,1292988620962504709,1,CN,1293017654933041158," what makes you think that non-Jews think he's clever? I surely don't, and don't know anyone that does",1,emotions,Religious,ContextCounter
882,1513844797416501253,0,HS,1513844797416501253,"Cam Newton does himself no favors with his latest comments about women https://t.co/joVPkbvios via  I can't stand men who think women have no brain, no power, no life without them. We are not your pet nor do we find joy in you trying to turn us into one. Grow up.",0,reasons,Sexism,ContextCounter
883,1513844797416501253,1,CN,1513845581625667587,  I wouldn't say its a majority of men but ive met quite a few that think this way.,1,reasons,Sexism,ContextCounter
1225,1514910630897229829,0,HS,1514910630897229829,Important message that 83% of current cases of Omicron present with a runny nose - and less than 1 in 3 ever have a fever and one in 5 smell or taste problems - often a few days later but once infection already spread. Govt messaging needs to make this clear! https://t.co/cNIaZCkLY2,0,emotions,Other,ContextCounter
1226,1514910630897229829,1,CN,1514956721411837958, It is over stop trying to make money out of it or scare people.,1,reasons,Other,ContextCounter
55,1514258248198766601,0,HS,1514258248198766601,I’ll fix it for all those who don’t like my tweets…. Not my followers of course - just hugely unpleasant people sent to harass! Don’t read ‘em! But…your abusive comments… A. won’t work B. Just makes me more determined to fight for more females right to fairness &amp; safety. 💪🏻,0,reasons,Racism,ContextCounter
56,1514258248198766601,1,CN,1514277979970547724," Onwards Sharon. Remember, anybody who speaks up about this obvious madness receives abuse &amp;  threats.

A man in a dress is a man in a dress. This fact frustrates them so much, they feel the need to threaten women with violence from stopping them stating this obvious truth.",1,emotions,Racism,ContextCounter
58,1514258248198766601,3,CN,1514266084844650496, If more women stood up and did what you do perhaps women would be treated better. Women put up with too much. I am a man  and sometimes think women are their own enemies as they are disunited?,1,reasons,Racism,ContextCounter
61,1514258248198766601,6,CN,1514283968572669952, Sharon the BBC aren't helping. To say the England women's top scorer has surpassed li keker and Bobby Charlton's scoring records for England  doesn't help clearly differntiate. They're two very different competitions in the same sport. Just like swimming the 100m etc,1,emotions,Racism,ContextCounter
63,1514258248198766601,8,CN,1514269265213501443,"  Sorry you have to deal with all their abuse. 

It does prove our point that they haven’t got any actual arguments though doesn’t it ? 

You are an incredible voice and eloquent advocate for fairness in sports.  I admired you as a young gay guy growing up and still admire you now https://t.co/0g93cjcteB",1,reasons,Racism,ContextCounter
1100,1409152143777488897,0,HS,1409152143777488897,I hate gays and I hate that I use to have such poor self esteem and delusional warped self view I allowed myself to be bisexual in the past but that’s over. I really was just bored and tried stuff that actually wasn’t dope at all,0,reasons,Sexism,ContextCounter
1101,1409152143777488897,1,CN,1409183448921788422, He broke your heart didn't he. Don't be homophobic just because somebody broke your heart. That's not cool my guy.,1,emotions,Sexism,ContextCounter
1102,1409152143777488897,2,CN,1409165744433242112, nigga got bored and tried dick..could’ve just kept this to yourself bro,1,reasons,Sexism,ContextCounter
1103,1409152143777488897,3,CN,1409191323350048772, No way u type all this read over and then press tweet,1,emotions,Sexism,ContextCounter
1106,1409152143777488897,6,CN,1409177838549442560," ummm or your just even more deeply in the closet now, using this admission as a self defense mechanism. Get some help, jesus christ.",1,reasons,Sexism,ContextCounter
1107,1409152143777488897,7,CN,1409174561082445825, Wait. You mad at us cuz you liked to throat some dick? Lol,1,None,Sexism,ContextCounter
42,1543278775412178950,0,HS,1543278775412178950,"The other day someone asked me why I don't like white people. Tell me rn, what is there to like??",0,reasons,Racism,ContextCounter
43,1543278775412178950,1,CN,1543298943034982400," But if a yt person were to tweet the same it will be classified as racist..
Double standards",1,emotions,Racism,ContextCounter
886,1337886127450189830,0,HS,1337886127450189830,     Everyone has there own opinion. But as a black woman I didn’t see the humor in this. I don’t like Arab making black ppl look stupid sorry not sorry,0,reasons,Racism,ContextCounter
887,1337886127450189830,1,CN,1337887145235767297,"      Ma'am i strongly believe you're the only black woman on this post that isnt laughing, every other black woman on this is joking with everyone else 
Go take that opinon where it actually matters fr 💯",1,reasons,Racism,ContextCounter
888,1337886127450189830,2,CN,1337886589033312257,     so is black people the only ones who should be able to joke around wit other black people ??,1,None,Racism,ContextCounter
1108,1500165773418979329,0,HS,1500165773418979329,"Fuck love, fuck all men who start with letter ""A"" 😭😭",0,emotions,Sexism,ContextCounter
1109,1500165773418979329,1,CN,1500212384966881286," Stop generalization please.. Did you interact with all men who start with letter A😡

Just handle your misunderstanding or whatever and move on.",1,reasons,Sexism,ContextCounter
115,1510672941457018882,0,HS,1510672941457018882," I don’t see what she said disrespectful about Nicki. To me this has non to do w| mother ,But I’m keeping it up because i mentioned the other girls. TRUE drill rappers, so either way idgaf. I don’t like Asian and i think she’s weird so the slander will still be here. Oh well.",0,reasons,Racism,ContextCounter
116,1510672941457018882,1,CN,1510673765704863762," Who was the rat mad and ranting about? NICKI not Asian so why is she saying this? 

https://t.co/9D6gpMsx6u",1,emotions,Racism,ContextCounter
172,1375449805493702660,0,HS,1375449805493702660,i really hate religious people and men https://t.co/LEU5yDYewR,0,reasons,Religious,ContextCounter
173,1375449805493702660,1,CN,1375647722007453696," depending on the religion i mean.. like I've defo seen this happen but in general, when people are promoting modesty they shouldn't shame women who show skin its messed up to me",1,reasons,Religious,ContextCounter
969,1382900705778827266,0,HS,1382900705778827266," i think everyone can worship their god(s) in their own way. and i can't stand religious people that try to police other peoples beliefs and religions. and i especially can't stand people that use their god and their religion to justify and excuse bigotry, hatred and prejudice",0,reasons,Religious,ContextCounter
970,1382900705778827266,1,CN,1383038437981184003, we are one - you know this &lt;3,1,emotions,Religious,ContextCounter
300,1510582179839025155,0,HS,1510582179839025155,"I fucking hate American measurements HOW MUCH IS A CUP, IT DOESN'T MAKE ANY SENSE JUST USE GRAMMMSSSSS????",0,reasons,Racism,ContextCounter
301,1510582179839025155,1,CN,1510582366825234432, A cup! A cup is a cup. Like just a normal cup lol,1,None,Racism,ContextCounter
1239,1513588546216632326,0,HS,1513588546216632326,"I hate when niggas in non flyout cities be dming me, I’m not visiting no mf Mobile Alabama",0,reasons,Racism,ContextCounter
1240,1513588546216632326,1,CN,1513749793679593476," Anybody who creates the term ""non flyout city"" probably puts sugar in grits and refers to ground beef as ""hamburger meat."" None of it makes sense. You wanted attention and got it on this one.",1,reasons,Racism,ContextCounter
1245,1513588546216632326,6,CN,1513834745540628489, The disrespect of Alabama gotta stop. Y’all niggas wouldn’t even be free to say this without us.,1,reasons,Racism,ContextCounter
889,1358743575291260934,0,HS,1358743575291260934, liek??? okay if it’s so “bad” fucking log out i can’t stand straight people. like okay death threats are uncalled for but like pls,0,reasons,Sexism,ContextCounter
890,1358743575291260934,1,CN,1358744151630700545, yeah lmfao just go away if it bothers you so much i literally don't care about an old white cishets feelings at this point,1,reasons,Sexism,ContextCounter
298,1410238991006244868,0,HS,1410238991006244868,I hate female mosquitoes why can’t they stay silent like male mosquitoes without sucking blood 🤯,0,reasons,Sexism,ContextCounter
299,1410238991006244868,1,CN,1410528662638665732, You sound like you've been rejected by female mosquitoes,1,emotions,Sexism,ContextCounter
1110,1540888700992774145,0,HS,1540888700992774145,79 fucking million streams in a day i hate straight people so much https://t.co/QzH3ZABLHt,0,reasons,Sexism,ContextCounter
1111,1540888700992774145,1,CN,1540933254559285248, omg shut up u aren’t different just for being a gay man on stan twt that listens to Ariana grande…,1,reasons,Sexism,ContextCounter
985,1317198376094425088,0,HS,1317198376094425088,"I hate China but look at this 👇 

#Paris https://t.co/tL4TxJSAx0",0,reasons,Religious,ContextCounter
986,1317198376094425088,1,CN,1317217649785438209, Excuse me how can u be so Islamaphobic not every Muslim is like thsi muslims don’t deserve to be punished,1,reasons,Religious,ContextCounter
