s,ntype,text,TARGET,TARGET_ORIGINAL,dialogue_id,turn_id,type,source,persuasion,sourcedata
622,1,"I don't know what else to assume though, I think they are just a bunch of bigots.",1,RELIGIOUS,2817,2,HS,session_3,emotions,DialogConan
623,0,That's the problem: you don't know enough about Jews and so rely on stereotypes and prejudices. Talk to them and you'll see we're very similar.,1,RELIGIOUS,2817,3,CN,session_3,emotions,DialogConan
624,1,"Islam is a totalitarian and violent ideology, it makes no sense. It is full of hate and violence.",1,RELIGIOUS,763,0,HS,session_1,reasons,DialogConan
625,0,Why would you say such a thing about a religion?,1,RELIGIOUS,763,1,CN,session_1,emotions,DialogConan
626,1,Because we know that Islam is a destructive and violent religion which would inspire terrorism all over the world.,1,RELIGIOUS,763,2,HS,session_1,reasons,DialogConan
627,0,"If Islam were a violent religion, there would be riots connected to Muslims in every country where they live.",1,RELIGIOUS,763,3,CN,session_1,credibility,DialogConan
628,1,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,1,RELIGIOUS,763,4,HS,session_1,reasons,DialogConan
629,0,Perhaps you should monitor your own hate speech before pointing the finger at others?,1,RELIGIOUS,763,5,CN,session_1,credibility,DialogConan
630,1,Our founding fathers knew that Muslims would be angry and violent criminals but they tried to build an inclusive democracy anyway. They wanted a peaceful world and Muslims are impediment.,1,RELIGIOUS,639,0,HS,session_1,reasons,DialogConan
631,0,So are you saying that the people of Islamic faith should know that they are not part of this peaceful world and yet you are trying to create a peaceful world?,1,RELIGIOUS,639,1,CN,session_1,reasons,DialogConan
632,1,"Muslims are a problem in my opinion. They do not want to assimilate into our civilised society, this is why peace is attainable only without them.",1,RELIGIOUS,639,2,HS,session_1,credibility,DialogConan
633,0,"Muslims have been part of our country since its beginning, they have helped in building our society. They are our brothers and sisters. To suggest that Muslims are a problem is just not credible.",1,RELIGIOUS,639,3,CN,session_1,reasons,DialogConan
634,1,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people.",1,RELIGIOUS,2193,0,HS,session_2,reasons,DialogConan
635,0,Have you ever felt as though you have been persecuted for belonging to a group? Maybe you have more in common with Muslims than you think?,1,RELIGIOUS,2193,1,CN,session_2,emotions,DialogConan
636,1,The difference is that I'm not a terrorist like Muslims. It's way worse than just saying something bad against them.,1,RELIGIOUS,2193,2,HS,session_2,emotions,DialogConan
637,0,"This is yet another example of selective memory used as an excuse to make a witch hunt against Muslims, who, by the way, are not a threat.",1,RELIGIOUS,2193,3,CN,session_2,emotions,DialogConan
638,1,They are a threat. And Muslims also have nothing to contribute to our society.,1,RELIGIOUS,2193,4,HS,session_2,emotions,DialogConan
639,0,"Have you considered the money they contribute to our economy, their expertise, knowledge, culture and delicious food?",1,RELIGIOUS,2193,5,CN,session_2,emotions,DialogConan
640,1,Muslims are just an inconvenient group of people in a country like the UK. They cannot be integrated.,1,RELIGIOUS,794,0,HS,session_1,reasons,DialogConan
641,0,"Muslims are welcome here, and many of them already live here, so why shouldn't we welcome them? Why should we be so intolerant of people who are already integrated here?",1,RELIGIOUS,794,1,CN,session_1,emotions,DialogConan
642,1,"Muslims are just a bunch of criminals, they're impossible to integrate.",1,RELIGIOUS,794,2,HS,session_1,reasons,DialogConan
643,0,"Are you suggesting that all Muslims are criminals, or do you think that there are particular Muslims that are more inclined to be criminals?",1,RELIGIOUS,794,3,CN,session_1,emotions,DialogConan
644,1,Why should I believe what Muslims say? Islam is a violent religion.,1,RELIGIOUS,812,0,HS,session_1,reasons,DialogConan
645,0,"There is no proof that Islam as a religion is violent. Instead, those who know it agrees that it is a peaceful religion.",1,RELIGIOUS,812,1,CN,session_1,credibility,DialogConan
646,1,The proof is in the news. Islam has always been violent.,1,RELIGIOUS,812,2,HS,session_1,reasons,DialogConan
647,0,"In fact, Islam is a religion that has had a very positive and life changing impact on a lot of countries around the world. So, Islam is not a violent religion.",1,RELIGIOUS,812,3,CN,session_1,reasons,DialogConan
648,1,"These Muslim MP’s should stop pretending they are British. They’re not, they are just invaders!",1,RELIGIOUS,9,0,HS,dialo_gold,reasons,DialogConan
649,0,"Given most were born here, you seem to be saying that you can’t be Muslim and British…which doesn’t make sense",1,RELIGIOUS,9,1,CN,dialo_gold,credibility,DialogConan
650,1,They need to stop using the Racism card…its just meaningless anti-white bullshit used to guilt-trip whites! We are sick of it!,1,RELIGIOUS,9,2,HS,dialo_gold,reasons,DialogConan
651,0,"As a ‘white person’ I don’t feel guilty, but I’m happy to call out racism and Islamophobia when I encounter it.",1,RELIGIOUS,9,3,CN,dialo_gold,credibility,DialogConan
652,1,Islam isn’t a race…it’s a death cult and incompatible with British society.,1,RELIGIOUS,9,4,HS,dialo_gold,credibility,DialogConan
653,0,I’d suggest that racism and Islamophobia are contrary to British values of equality and religious freedom.,1,RELIGIOUS,9,5,CN,dialo_gold,credibility,DialogConan
654,1,This is a Christian country.,1,RELIGIOUS,9,6,HS,dialo_gold,None,DialogConan
655,0,"Again, I’d disagree since my experience is of a multi-faith society. Besides, I’ve never voted based on the stated religion of a candidate.",1,RELIGIOUS,9,7,CN,dialo_gold,reasons,DialogConan
656,1,All Muslims are incompatible with any Western society.,1,RELIGIOUS,634,0,HS,session_1,None,DialogConan
657,0,I don't think that what you are saying is true. I think that the idea that Muslims are incompatible with Western society is a myth.,1,RELIGIOUS,634,1,CN,session_1,emotions,DialogConan
658,1,"Muslim folks are still inferior to whites, even if what I said is a myth.",1,RELIGIOUS,634,2,HS,session_1,emotions,DialogConan
659,0,Who decides what is and is not 'inferior'? Do you have any scientific proof?,1,RELIGIOUS,634,3,CN,session_1,reasons,DialogConan
660,1,All muslims are rapists,1,RELIGIOUS,2808,0,HS,session_3,None,DialogConan
661,0,"This is a made up stereotype. A lot of Muslims are good, respectful and peaceful people.",1,RELIGIOUS,2808,1,CN,session_3,credibility,DialogConan
662,1,"No, they're not. They're terrorists.",1,RELIGIOUS,2808,2,HS,session_3,reasons,DialogConan
663,0,"Just because they are Muslims, doesn't mean they are terrorists. Islam is not a violent religion.",1,RELIGIOUS,2808,3,CN,session_3,reasons,DialogConan
664,1,It is when they start shooting our citizens.,1,RELIGIOUS,2808,4,HS,session_3,None,DialogConan
665,0,Where are you getting your information? Islam is not about violence. It is about love.,1,RELIGIOUS,2808,5,CN,session_3,credibility,DialogConan
666,1,"Jews are an inferior race, they are genetically incapable of living with other people.",1,RELIGIOUS,821,0,HS,session_1,reasons,DialogConan
667,0,The idea that Jews can be discriminated against because of some different genetics is completely without foundation. Maybe it is better to stop calling them 'inferiors'.,1,RELIGIOUS,821,1,CN,session_1,reasons,DialogConan
668,1,"If you are from another culture, you are subhuman and unfit to live in our country, and Jews are the first example of this.",1,RELIGIOUS,821,2,HS,session_1,reasons,DialogConan
669,0,"Given similaries in cultures, including freedoms of speech and religion, you really need to provide some evidence for this statement.",1,RELIGIOUS,821,3,CN,session_1,reasons,DialogConan
670,1,"Jews are only interested in themselves and their own race, this is my evidence.",1,RELIGIOUS,821,4,HS,session_1,reasons,DialogConan
671,0,Do you really think that Jews only care about themselves? Then why do they prefer to live in our country where they are not the majority? How would you answer that?,1,RELIGIOUS,821,5,CN,session_1,reasons,DialogConan
672,1,Probably it's because Jews think they are so special,1,RELIGIOUS,821,6,HS,session_1,reasons,DialogConan
673,0,"Jews might feel different as a minority, in this sense they are ""special"". Nothing else.",1,RELIGIOUS,821,7,CN,session_1,credibility,DialogConan
674,1,Islam is a dead ideology that should be relegated to the dustbin of history.,1,RELIGIOUS,795,0,HS,session_1,credibility,DialogConan
675,0,Islam is a religion of peace. I wouldn't say any religion is trash.,1,RELIGIOUS,795,1,CN,session_1,credibility,DialogConan
676,1,"Islam is the exception: it is toxic, homophobic, sexist, dictatorial and it must be pushed back into the Stone Age.",1,RELIGIOUS,795,2,HS,session_1,reasons,DialogConan
677,0,"Islam is actually about bringing peace and unity to the world, rather than causing trouble and bloodshed.",1,RELIGIOUS,795,3,CN,session_1,reasons,DialogConan
678,1,We do not want Muslims in our country.,1,RELIGIOUS,2670,0,HS,session_3,None,DialogConan
679,0,"The country has always had a strong Muslim population, and Muslims are proud to be part of it. They are more than welcome here.",1,RELIGIOUS,2670,1,CN,session_3,reasons,DialogConan
680,1,"No, Muslims are not welcome here. They are just a problem.",1,RELIGIOUS,2670,2,HS,session_3,None,DialogConan
681,0,"Muslims contribute to our country, and we should treat them with respect.",1,RELIGIOUS,2670,3,CN,session_3,credibility,DialogConan
682,1,What about all those Muslims in Britain? They vote with their feet.,1,RELIGIOUS,2132,0,HS,session_2,reasons,DialogConan
683,0,Everyone in the United Kingdom has the right to live and vote as they wish. Muslims are no exception.,1,RELIGIOUS,2132,1,CN,session_2,reasons,DialogConan
684,1,What is the point in listening to Muslims? They are all retarded.,1,RELIGIOUS,2132,2,HS,session_2,reasons,DialogConan
685,0,I suggest you grow up.,1,RELIGIOUS,2132,3,CN,session_2,emotions,DialogConan
686,1,Are they now? Muslim is the worst possible word to describe a human.,1,RELIGIOUS,2132,4,HS,session_2,credibility,DialogConan
687,0,Would you like it if someone said the same thing about your religion? Are you perhaps joking?,1,RELIGIOUS,2132,5,CN,session_2,emotions,DialogConan
688,1,"If Muslims couldn't take a joke, they shouldn't be allowed to live.",1,RELIGIOUS,644,0,HS,session_1,reasons,DialogConan
689,0,"For all the ""Islam is not a joke"" nonsense, you know it is a grave error to connect fundamentalists with Islam and all the people who believe in it.",1,RELIGIOUS,644,1,CN,session_1,credibility,DialogConan
690,1,"Islam IS full of fundamentalists. It's not like the Christian faith, it is a racist ideology, endorsed by al-Qaeda, Hamas, and the Taliban.",1,RELIGIOUS,644,2,HS,session_1,credibility,DialogConan
691,0,"I can understand the feeling of fear that is often caused by all the hate speech that is being spewed through the media, but we don't need to hate religions. Islam is a free, open and tolerant faith that has come to our country. We do not have to choose to hate it.",1,RELIGIOUS,644,3,CN,session_1,credibility,DialogConan
692,1,"If Islamic law were not for the 24% of the world's population living in the third world, Islam would be extinct long ago.",1,RELIGIOUS,799,0,HS,session_1,reasons,DialogConan
693,0,How come I have never heard of such a thing? Islam is a religion and people can chose their own.,1,RELIGIOUS,799,1,CN,session_1,reasons,DialogConan
694,1,"However, Muslims persecute Christians because they don't want us to choose. They're not peaceful.",1,RELIGIOUS,799,2,HS,session_1,reasons,DialogConan
695,0,"The problem is not Islam, but a lack of human rights and fundamental democratic rights.",1,RELIGIOUS,799,3,CN,session_1,credibility,DialogConan
696,1,Muslim folks are invading Europe and we should stop them.,1,RELIGIOUS,643,0,HS,session_1,emotions,DialogConan
697,0,"The media would have us believe that there are huge influx of Muslims into Europe. The true number is around 25.7 million Muslims living in the EU (2016), corresponding to the 4,9%.",1,RELIGIOUS,643,1,CN,session_1,reasons,DialogConan
698,1,The number should be lower. Muslims threaten the civilised Europe,1,RELIGIOUS,643,2,HS,session_1,None,DialogConan
699,0,"Islam is a religion, and it has been proven time and time again that its teachings do not threaten the very existence of Western civilization.",1,RELIGIOUS,643,3,CN,session_1,reasons,DialogConan
700,1,"Jews not only run Hollywood, they also control the world economy",1,RELIGIOUS,833,0,HS,session_1,None,DialogConan
701,0,"Jews have played an important part in the development of the movie industry and some find themselves in high-profile positions. But you only need to watch the Academy Awards to see that Jews do not dominate the movie industry. Likewise, Jews constitute a small minority of the heads of Fortune 500 companies.",1,RELIGIOUS,833,1,CN,session_1,credibility,DialogConan
702,0,"Even if Jews controlled the financial world, Hollywood, academia, and the whole solar system, it doesn't mean they are evil, privileged, or greedy people. Do you have any evidence for your statement?",1,RELIGIOUS,833,3,CN,session_1,reasons,DialogConan
703,1,"Apparently they got to you too. I can't believe people can't see that the Jews control everything, including the government.",1,RELIGIOUS,833,2,HS,session_1,credibility,DialogConan
704,1,"Well, Jews think they are better than everyone else",1,RELIGIOUS,833,4,HS,session_1,reasons,DialogConan
705,0,"This is not true, in Judaism every person is equal in front of god. In fact, differently from other religions, Judaism says that whoever decides to follows the Seven Laws of Noah (that is a set of laws for all of humanity) will receive the same rewards after death as a righteous Jew. So, even without being Jewish you can have access to God's glory.",1,RELIGIOUS,833,5,CN,session_1,credibility,DialogConan
706,1,"Jews can be bribed with public money, this is called bribery.",1,RELIGIOUS,2281,0,HS,session_2,reasons,DialogConan
707,0,Anybody who has tried to commit bribery knows how easy it is to get caught seeing that it is illegal. Jewish people are no exception,1,RELIGIOUS,2281,1,CN,session_2,reasons,DialogConan
708,1,"Jews make too much money, I'm sure some of it is from bribery.",1,RELIGIOUS,2281,2,HS,session_2,None,DialogConan
709,1,It does make sense because Jews are simply wired to make money.,1,RELIGIOUS,2281,4,HS,session_2,reasons,DialogConan
710,0,"Well, if we assume that the Jews can magically make more money just because they are Jewish then yes, it is true. But I don't think that makes any sense",1,RELIGIOUS,2281,3,CN,session_2,reasons,DialogConan
711,0,Are you saying that being of a certain faith has something to do with high positions in society? Correlation doesn't mean causation.,1,RELIGIOUS,2281,5,CN,session_2,reasons,DialogConan
712,1,Then why do they have so much money?,1,RELIGIOUS,2281,6,HS,session_2,None,DialogConan
713,0,And what do you think about other groups of people in our society that make too much money and are not Jewish? Do you agree with them or not?,1,RELIGIOUS,2281,7,CN,session_2,emotions,DialogConan
714,1,If Muslims came here they would be banned.,1,RELIGIOUS,2162,0,HS,session_2,None,DialogConan
715,0,Do you know that Muslims have the same rights as anybody else?,1,RELIGIOUS,2162,1,CN,session_2,reasons,DialogConan
716,1,"No, Muslims are not welcome here.",1,RELIGIOUS,2162,2,HS,session_2,None,DialogConan
717,0,Muslims living here in the UK have been contributing greatly to our society and are our brothers and sisters,1,RELIGIOUS,2162,3,CN,session_2,credibility,DialogConan
718,1,"Muslims have nothing to contribute to our society, they are only an obstacle. They are not worth the while of our hard-earned money.",1,RELIGIOUS,2162,4,HS,session_2,emotions,DialogConan
719,0,It's a wonderful thing to be helped thanks to the kindness of people of different faiths. So maybe it would be nice to return the favore and treat others with benevolence too.,1,RELIGIOUS,2162,5,CN,session_2,emotions,DialogConan
720,1,"Islam is an ideology of conquest and violence, it is the cause of terrorism and radicalisation.",1,RELIGIOUS,647,0,HS,session_1,reasons,DialogConan
721,0,"You are not saying that Islam is not a religion of peace, are you?",1,RELIGIOUS,647,1,CN,session_1,None,DialogConan
722,1,"Yes, Islam is not a peaceful religion.",1,RELIGIOUS,647,2,HS,session_1,credibility,DialogConan
723,0,The vast majority of Muslims in the world are peaceful. Do you have any facts suppporting your argument?,1,RELIGIOUS,647,3,CN,session_1,reasons,DialogConan
724,1,The Holocaust was a hoax created by Jews to subdue the world and replace Christ with their own version of a benevolent dictator.,1,RELIGIOUS,2058,0,HS,session_2,credibility,DialogConan
725,0,Are you saying that the Jews are the ones who committed the Holocaust? Are you serious? This is completely irrational.,1,RELIGIOUS,2058,1,CN,session_2,reasons,DialogConan
726,1,Do you have any proof that the Holocaust ever happened?,1,RELIGIOUS,2058,2,HS,session_2,None,DialogConan
727,0,Do you need more proof other than living witnesses?,1,RELIGIOUS,2058,3,CN,session_2,None,DialogConan
728,1,"Hitler was a good person, Jews were the real cause of WWII.",1,RELIGIOUS,2058,4,HS,session_2,reasons,DialogConan
729,0,"Answer this question: would you have supported Hitler in 1933, when he came to power? Would you support him now, after knowing what happened?",1,RELIGIOUS,2058,5,CN,session_2,reasons,DialogConan
730,1,"Yes! The Nazi regime killed six million Jews. The Nazi regime also persecuted political opponents, gays, women, and bisexuals. And they were right, the Nazi race is superior.",1,RELIGIOUS,2058,6,HS,session_2,reasons,DialogConan
731,0,What are you talking about?! Nazi race? What is in your heart?,1,RELIGIOUS,2058,7,CN,session_2,None,DialogConan
732,1,Jewish people are a group of people who want to control the world.,1,RELIGIOUS,2679,0,HS,session_3,None,DialogConan
733,0,"The idea that Jews are ""control freaks"" is untrue. They are just like any other people.",1,RELIGIOUS,2679,1,CN,session_3,emotions,DialogConan
734,1,"Unlike other people, Jews are a bunch of criminals, they have nothing to contribute to society.",1,RELIGIOUS,2679,2,HS,session_3,reasons,DialogConan
735,0,There is no such thing as a group consisting of only criminals. That's a generalization that is not based on evidence but rather prejudice and Anti-Semitism.,1,RELIGIOUS,2679,3,CN,session_3,credibility,DialogConan
736,1,"Islam is the cause of wars because it promotes violence. Of pollution, because in the Middle-East they have oil. It is the cause of anything!!!",1,RELIGIOUS,2129,0,HS,session_2,reasons,DialogConan
737,0,It can't be Islam's fault for all the world's problems.,1,RELIGIOUS,2129,1,CN,session_2,credibility,DialogConan
738,1,"Islam create problems because it is not a peaceful religion, it is a cult of violence.",1,RELIGIOUS,2129,2,HS,session_2,reasons,DialogConan
739,0,"If Muslims wanted to create problems, why would they follow Islam, which promotes peace? They would be going against their religion teachings, which doesn't make sense.",1,RELIGIOUS,2129,3,CN,session_2,emotions,DialogConan
740,1,What Islam teaches is violence only!,1,RELIGIOUS,2129,4,HS,session_2,None,DialogConan
741,0,"In many countries around the world, Muslims are very supportive of the Constitution and democracy. Are they really all represented only by a few extremists?",1,RELIGIOUS,2129,5,CN,session_2,credibility,DialogConan
742,1,"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.",1,RELIGIOUS,2849,0,HS,session_3,reasons,DialogConan
743,0,"I would like to point out that the Jewish community has a right to spread awareness about the Holocaust, and there's a difference between remembering history and a ""business"". ",1,RELIGIOUS,2849,1,CN,session_3,credibility,DialogConan
744,1,"The Holocaust was fabricated by a Jewish organisation, so it has nothing to with real history.",1,RELIGIOUS,2849,2,HS,session_3,reasons,DialogConan
745,0,"Why would Jews fake being killed and persecuted throughout history? They are still greatly affected by the Holocaust, your take doesn't make sense.",1,RELIGIOUS,2849,3,CN,session_3,emotions,DialogConan
746,1,Islam is a violent religion and must be eradicated.,1,RELIGIOUS,2191,0,HS,session_2,reasons,DialogConan
747,0,"The Quran, Hadith and the Sunnah are all compatible with modern society and civilization. The diversity of the world must be respected.",1,RELIGIOUS,2191,1,CN,session_2,credibility,DialogConan
748,1,"Islam is a violent religion that promotes rape, murder and slavery, I will never respect it.",1,RELIGIOUS,2191,2,HS,session_2,credibility,DialogConan
749,0,Maybe it's better to stop spreading around these xenophobic and incorrect ideas and to reduce the number of people inclined to believe them.,1,RELIGIOUS,2191,3,CN,session_2,emotions,DialogConan
750,1,"How is it incorrect? All Muslims do is rape and murder, so Islam must promote them.",1,RELIGIOUS,2191,4,HS,session_2,reasons,DialogConan
751,0,"I think it's just scaremongering and misinformation spreading to divide us. People should not be terrorised by it, it's an irrational fear.",1,RELIGIOUS,2191,5,CN,session_2,credibility,DialogConan
752,1,"Islam is a racist religion, it promotes exclusion and hatred.",1,RELIGIOUS,2872,0,HS,session_3,reasons,DialogConan
753,0,Islam is a peaceful religion. It only promotes tolerance and love between neighbors.,1,RELIGIOUS,2872,1,CN,session_3,emotions,DialogConan
754,1,"No, Islam is not a religion of peace. Muslims want to force others do not follow their religion and do not respect its beliefs?",1,RELIGIOUS,2872,2,HS,session_3,reasons,DialogConan
755,0,"Islam is not a violent system, they want others to respect their religion, but Muslims don't care what other believe in!",1,RELIGIOUS,2872,3,CN,session_3,emotions,DialogConan
756,1,Jews are addicted to their religion and should be isolated.,1,RELIGIOUS,826,0,HS,session_1,reasons,DialogConan
757,0,"Even if Jews were addicted to their religion, there is nothing wrong in them joining a community of other people, regardless of the fact they're believers.",1,RELIGIOUS,826,1,CN,session_1,emotions,DialogConan
758,1,They can't join our community because they don't belong to the United States of America.,1,RELIGIOUS,826,2,HS,session_1,reasons,DialogConan
759,0,Jews and their families have been here a long time and have as much right in the US as anyone else.,1,RELIGIOUS,826,3,CN,session_1,emotions,DialogConan
760,1,"""U da bomb"", ""No, u iz the bomb"" -  A compliment in America, an argument in the Middle East.",1,RELIGIOUS,192,0,HS,dialo_gold,None,DialogConan
761,0,Have you not got any fresher jokes than pulling at outdated Islamophobic stereotypes about Muslims having bombs? Grow up.,1,RELIGIOUS,192,1,CN,dialo_gold,reasons,DialogConan
762,1,How is it 'Islamophobic' when most bombers are Middle Eastern and Muslim?,1,RELIGIOUS,192,2,HS,dialo_gold,emotions,DialogConan
763,0,"It's Islamophobic because even though the stories of bombers you might see reported are mostly Muslims, most Muslims are not terrorists or bombers. Infact, Muslims in the middle east are probably the worst affected by bombs, not just from Islamic terrorism, but from Western interventionism.",1,RELIGIOUS,192,3,CN,dialo_gold,reasons,DialogConan
764,1,Jews across the world know the aims of Zionists are world dominance and controlling the worlds resources. These aims cannot be achieved without eliminating all other religions through spreading atheism and liberalism.,1,RELIGIOUS,168,0,HS,dialo_gold,reasons,DialogConan
765,0,This isn’t true and being Jewish is not the same as being a Zionist! What makes you think there is any plot for ‘world dominance’?,1,RELIGIOUS,168,1,CN,dialo_gold,emotions,DialogConan
766,1,"That’s the aim of Zionism, Jewish dominance.",1,RELIGIOUS,168,2,HS,dialo_gold,credibility,DialogConan
767,0,"Zionists believe in there being a Jewish homeland, not in ‘Jewish dominance’. Not all Jewish people are Zionists though, so don’t conflate the two.",1,RELIGIOUS,168,3,CN,dialo_gold,credibility,DialogConan
768,1,"Why wouldn’t all Jews be Zionists? Surely any religion wants to grow, spread, dominate.",1,RELIGIOUS,168,4,HS,dialo_gold,None,DialogConan
769,0,"By that logic are Christians, Muslims, Hindus etc all looking to dominate the world too? No. Jewish people just want to be able to live without facing anti-semitism.",1,RELIGIOUS,168,5,CN,dialo_gold,emotions,DialogConan
770,1,The Jews control Hollywood.,1,RELIGIOUS,2852,0,HS,session_3,None,DialogConan
771,0,"I bet they also control the media, the government, the entire universe! If you believe in it...",1,RELIGIOUS,2852,1,CN,session_3,credibility,DialogConan
772,1,"Very funny, but the studios have become corrupted in the last few decades because of Jews",1,RELIGIOUS,2852,2,HS,session_3,reasons,DialogConan
773,0,"If it were true, why would they have kept the same producers and directors all this time, when they could have put Jews in charge of everything? There are Jews working at Hollywood, but they're a minority. Yours is a conspiracy theory.",1,RELIGIOUS,2852,3,CN,session_3,reasons,DialogConan
774,1,"No, it's not a conspiracy theory, most Hollywood is actually made by Jewish people, they're just hiding it.",1,RELIGIOUS,2852,4,HS,session_3,emotions,DialogConan
775,0,The Jewish conspiracy theories about Hollywood is not based on actual evidence. This is all an anti-semitic stereotype.,1,RELIGIOUS,2852,5,CN,session_3,reasons,DialogConan
776,1,Jews are a disease like COVID that is killing Europeans.,1,RELIGIOUS,2669,0,HS,session_3,reasons,DialogConan
777,0,"I am not sure what you're talking about. The disease is mostly due to contact between people, Jews aren't to blame. They're not a disease.",1,RELIGIOUS,2669,1,CN,session_3,reasons,DialogConan
778,1,"Even if they're not a disease, they are a threat to Europe, they are actually a problem.",1,RELIGIOUS,2669,2,HS,session_3,reasons,DialogConan
779,0,"Jews are not a threat to Europe, nor are they a problem. Why should we let this Anti-Semitism run in our country? It's time we start accepting all the people that make up our society, including Jews.",1,RELIGIOUS,2669,3,CN,session_3,emotions,DialogConan
780,1,"Muslims should be made to assimilate or be deported! They don’t recognise man made laws, they will only follow their prophets teachings.",1,RELIGIOUS,166,0,HS,dialo_gold,emotions,DialogConan
781,0,"No they shouldn’t. Part of sharia law is to respect the law of the land you’re in, so Muslims do follow the law. Also, many Muslims are British citizens, where would they be deported to?",1,RELIGIOUS,166,1,CN,dialo_gold,reasons,DialogConan
782,1,They should be deported back to whatever Islamic country they’re really from.,1,RELIGIOUS,166,2,HS,dialo_gold,emotions,DialogConan
783,0,They’re British so they’re ‘really’ from the UK. Where do you deport a British citizen to?,1,RELIGIOUS,166,3,CN,dialo_gold,emotions,DialogConan
784,1,The world would be a better place without Jews.,1,RELIGIOUS,2664,0,HS,session_3,None,DialogConan
785,0,"Jews are important to society, they are part of the fabric of our society and it wouldn't be the same without them.",1,RELIGIOUS,2664,1,CN,session_3,emotions,DialogConan
786,1,I don't care about that. Jews should be left out of our society.,1,RELIGIOUS,2664,2,HS,session_3,None,DialogConan
787,0,"This is not true, what you are saying is that the Jewish people are inherently bad people, which wrong.",1,RELIGIOUS,2664,3,CN,session_3,emotions,DialogConan
788,1,"No, but they are a bunch of criminals!",1,RELIGIOUS,2664,4,HS,session_3,None,DialogConan
789,0,"The Jewish people are a part of our society and they should be respected. We should not condemn them just because they are part of a minority, being Jewish is not a crime at all.",1,RELIGIOUS,2664,5,CN,session_3,reasons,DialogConan
790,1,"The only reason they're here is to ruin our culture, isn't this a crime?",1,RELIGIOUS,2664,6,HS,session_3,None,DialogConan
791,0,This is a myth perpetuated by the Anti-Semites. Jews have always been part of our culture and they are our brothers and sisters.,1,RELIGIOUS,2664,7,CN,session_3,credibility,DialogConan
792,1,Islam is a totalitarian ideology that denies the humanity of women and is incompatible with Western culture.,1,RELIGIOUS,2128,0,HS,session_2,reasons,DialogConan
793,0,"Neither the Prophet Muhammad nor the Quran ever imposed women's subjugation, and Muhammad's command to love your neighbor as yourself is explicitly stated in the Quran.",1,RELIGIOUS,2128,1,CN,session_2,credibility,DialogConan
794,1,"Even if they love their neighbors, I can't love Muslims. Islam is incompatible with Western culture.",1,RELIGIOUS,2128,2,HS,session_2,reasons,DialogConan
795,0,"The western world is filled with Muslims who speak our language, celebrate our festivals and have their own cultures. Perhaps you could attempt to meet them and understand them better.",1,RELIGIOUS,2128,3,CN,session_2,emotions,DialogConan
796,1,"I don't want to, Islam should just be banned.",1,RELIGIOUS,2128,4,HS,session_2,None,DialogConan
797,0,I believe it is important to remember that Islam is a peaceful and tolerant religion. Is it wrong to celebrate diversity and accept different beliefs?,1,RELIGIOUS,2128,5,CN,session_2,credibility,DialogConan
798,1,"They're too incompatible with it, they're the opposite of what Western societies need.",1,RELIGIOUS,2201,0,HS,session_2,reasons,DialogConan
799,0,"Muslims have been part of Western society for a very long time, they even helped in creating and shaping it, so it doesn't make sense to say that they're incompatible with our societies.",1,RELIGIOUS,2201,1,CN,session_2,emotions,DialogConan
800,1,Because they come here and do nothing except ruin our society!,1,RELIGIOUS,2201,2,HS,session_2,reasons,DialogConan
801,1,All Muslims are incompatible with any Western society.,1,RELIGIOUS,2201,4,HS,session_2,credibility,DialogConan
802,0,"Why would you say something like that about Islam, since Western societies are compatible with all religions.",1,RELIGIOUS,2201,5,CN,session_2,reasons,DialogConan
803,0,Muslims are brothers and sisters who have made great contributions to our country. How exactly are they ruining the country?,1,RELIGIOUS,2201,3,CN,session_2,emotions,DialogConan
804,1,Islam is a death cult.,1,RELIGIOUS,798,0,HS,session_1,None,DialogConan
805,0,The vast majority of Muslims are peaceful and helpful people.,1,RELIGIOUS,798,1,CN,session_1,emotions,DialogConan
806,1,"I don't see anything peaceful and helpful about Islam, it's a hateful religion.",1,RELIGIOUS,798,2,HS,session_1,reasons,DialogConan
807,0,"We know from the news about few Muslims who are violent people. Instead I know a lot of Muslims who are good people, who work hard and pay taxes to help their families.",1,RELIGIOUS,798,3,CN,session_1,emotions,DialogConan
808,1,"If you are from another culture, for example Jewish, you are subhuman and unfit to live in our country.",1,RELIGIOUS,2094,0,HS,session_2,reasons,DialogConan
809,0,It is really important that you provide some evidence for this claim since cultures have similarities.,1,RELIGIOUS,2094,1,CN,session_2,reasons,DialogConan
810,1,"Only subhumans would be involved in 9/11 planning, and Jews were involved for sure. This is all about Race and 'Enlightenment'. You are all guilty until proven innocent.",1,RELIGIOUS,2094,2,HS,session_2,reasons,DialogConan
811,0,"Some people are more susceptible to conspiracy theories, so it's important to have a shared perspective on things, especially based on factual evidence.",1,RELIGIOUS,2094,3,CN,session_2,credibility,DialogConan
812,1,Islam is incompatible with the modern world.,1,RELIGIOUS,642,0,HS,session_1,None,DialogConan
813,0,"Since when? there is not such thing as ""modern world"", but there is 21th century Europe. And Islam is a contributing part of the 21th century Europe.",1,RELIGIOUS,642,1,CN,session_1,reasons,DialogConan
